,scientific name,taxonomic_id,rank
Bean common mosaic virus,Bean common mosaic virus,12196,species
Bean yellow mosaic virus,Bean yellow mosaic virus,12197,species
Clover yellow vein virus,Clover yellow vein virus,12198,species
Cowpea aphid-borne mosaic virus,Cowpea aphid-borne mosaic virus,12199,species
Gloriosa stripe mosaic virus,Gloriosa stripe mosaic virus,12201,species
Lettuce mosaic virus,Lettuce mosaic virus,12202,species
Maize dwarf mosaic virus,Maize dwarf mosaic virus,12203,species
Ornithogalum mosaic virus,Ornithogalum mosaic virus,12204,species
Papaya ringspot virus,Papaya ringspot virus,12205,species
Pea seed-borne mosaic virus,Pea seed-borne mosaic virus,12208,species
Pepper mottle virus,Pepper mottle virus,12209,species
Pepper severe mosaic virus,Pepper severe mosaic virus,12210,species
Plum pox virus,Plum pox virus,12211,species
Potato virus A,Potato virus A,12215,species
Potato virus Y,Potato virus Y,12216,species
Soybean mosaic virus,Soybean mosaic virus,12222,species
Sugarcane mosaic virus,Sugarcane mosaic virus,12224,species
Tobacco etch virus,Tobacco etch virus,12227,species
Tobacco vein mottling virus,Tobacco vein mottling virus,12228,species
Tulip breaking virus,Tulip breaking virus,12229,species
Turnip mosaic virus,Turnip mosaic virus,12230,species
Zucchini yellow mosaic virus,Zucchini yellow mosaic virus,12232,species
South African passiflora virus,South African passiflora virus,12233,species
Tobamovirus,Tobamovirus,12234,genus
Cucumber green mottle mosaic virus,Cucumber green mottle mosaic virus,12235,species
Odontoglossum ringspot virus,Odontoglossum ringspot virus,12238,species
Pepper mild mottle virus,Pepper mild mottle virus,12239,species
Sunn-hemp mosaic virus,Sunn-hemp mosaic virus,12240,species
Tobacco mild green mosaic virus,Tobacco mild green mosaic virus,12241,species
Tobacco mosaic virus,Tobacco mosaic virus,12242,species
Tomato mosaic virus,Tomato mosaic virus,12253,species
Comovirus,Comovirus,12258,genus
Andean potato mottle virus,Andean potato mottle virus,12259,species
Bean pod mottle virus,Bean pod mottle virus,12260,species
Cowpea severe mosaic virus,Cowpea severe mosaic virus,12261,species
Red clover mottle virus,Red clover mottle virus,12262,species
Squash mosaic virus,Squash mosaic virus,12263,species
Cowpea mosaic virus,Cowpea mosaic virus,12264,species
Dianthovirus,Dianthovirus,12266,genus
Red clover necrotic mosaic virus,Red clover necrotic mosaic virus,12267,species
Carnation ringspot virus,Carnation ringspot virus,12268,species
Fabavirus,Fabavirus,12269,genus
Nepovirus,Nepovirus,12270,genus
Arabis mosaic virus,Arabis mosaic virus,12271,species
Grapevine chrome mosaic virus,Grapevine chrome mosaic virus,12273,species
Grapevine fanleaf virus,Grapevine fanleaf virus,12274,species
Tomato black ring virus,Tomato black ring virus,12275,species
Tomato ringspot virus,Tomato ringspot virus,12280,species
Tobacco ringspot virus,Tobacco ringspot virus,12282,species
Nodaviridae,Nodaviridae,12283,family
Black beetle virus,Black beetle virus,12285,species
Boolarra virus,Boolarra virus,12286,species
Flock House virus,Flock House virus,12287,species
Nodamura virus,Nodamura virus,12288,species
Enamovirus,Enamovirus,12289,genus
Furovirus,Furovirus,12291,genus
Nicotiana velutina mosaic virus,Nicotiana velutina mosaic virus,12292,species
Tobravirus,Tobravirus,12293,genus
Pea early-browning virus,Pea early-browning virus,12294,species
Tobacco rattle virus,Tobacco rattle virus,12295,species
Bromovirus,Bromovirus,12300,genus
Broad bean mottle virus,Broad bean mottle virus,12301,species
Brome mosaic virus,Brome mosaic virus,12302,species
Cowpea chlorotic mottle virus,Cowpea chlorotic mottle virus,12303,species
Cucumovirus,Cucumovirus,12304,genus
Cucumber mosaic virus,Cucumber mosaic virus,12305,species
Peanut stunt virus,Peanut stunt virus,12313,species
Tomato aspermy virus,Tomato aspermy virus,12315,species
Ilarvirus,Ilarvirus,12316,genus
Tobacco streak virus,Tobacco streak virus,12317,species
Apple mosaic virus,Apple mosaic virus,12319,species
Alfamovirus,Alfamovirus,12320,genus
Alfalfa mosaic virus,Alfalfa mosaic virus,12321,species
Hordeivirus,Hordeivirus,12326,genus
Barley stripe mosaic virus,Barley stripe mosaic virus,12327,species
Poa semilatent virus,Poa semilatent virus,12328,species
Tenuivirus,Tenuivirus,12329,genus
Maize stripe tenuivirus,Maize stripe tenuivirus,12330,species
Rice stripe tenuivirus,Rice stripe tenuivirus,12331,species
Rice hoja blanca tenuivirus,Rice hoja blanca tenuivirus,12332,species
Nocardia phage NJL,Nocardia phage NJL,12335,species
Clostridium phage c-st,Clostridium phage c-st,12336,species
Enterobacteria phage 933J,Enterobacteria phage 933J,12340,species
Xanthomonas phage Cf16,Xanthomonas phage Cf16,12342,species
Streptococcus phage Cp-5,Streptococcus phage Cp-5,12344,species
Bacillus virus GA1,Bacillus virus GA1,12345,species
Actinophage JHJ-1,Actinophage JHJ-1,12347,species
Lactobacillus phage LL-H,Lactobacillus phage LL-H,12348,species
Phage M13mp7,Phage M13mp7,12349,species
Phage M13mp8,Phage M13mp8,12350,species
Bacillus phage M2Y,Bacillus phage M2Y,12352,species
Lactococcus phage phiUS3,Lactococcus phage phiUS3,12356,species
Staphylococcus virus 11,Staphylococcus virus 11,12360,species
Streptococcus pyogenes phage H4489A,Streptococcus pyogenes phage H4489A,12366,species
Phage h30,Phage h30,12371,species
Lactococcus phage,Lactococcus phage,12374,species
Lactococcus phage (ISOLATE 7-9),Lactococcus phage (ISOLATE 7-9),12375,species
Klebsiella phage No. 11,Klebsiella phage No. 11,12381,species
Lactococcus phage mi7-9,Lactococcus phage mi7-9,12386,species
Lactococcus phage F4-1,Lactococcus phage F4-1,12387,species
Mycobacterium phage FRAT1,Mycobacterium phage FRAT1,12388,species
Lactococcus phage phiLC3,Lactococcus phage phiLC3,12390,species
Lactobacillus phage mv4,Lactobacillus phage mv4,12392,species
Bacillus phage H2,Bacillus phage H2,12397,species
Streptococcus phage EJ-1,Streptococcus phage EJ-1,12402,species
Leuconostoc phage P32,Leuconostoc phage P32,12403,species
Leuconostoc phage P37,Leuconostoc phage P37,12404,species
Leuconostoc phage P54,Leuconostoc phage P54,12405,species
Leuconostocphage PAt5-12,Leuconostocphage PAt5-12,12406,species
Salmonella virus PsP3,Salmonella virus PsP3,12407,species
Leuconostoc phage PZt11-15,Leuconostoc phage PZt11-15,12408,species
Clostridium phage d-16 phi,Clostridium phage d-16 phi,12409,species
Staphylococcus phage phi-42,Staphylococcus phage phi-42,12412,species
Lactococcusphage phi7-9,Lactococcusphage phi7-9,12413,species
Lactobacillus phage phiadh,Lactobacillus phage phiadh,12417,species
Filamentous phage,Filamentous phage,12420,species
Phage 13,Phage 13,12424,species
Phage 16,Phage 16,12425,species
Salmonella phage 5,Salmonella phage 5,12426,species
Lactococcus lactis phage phi 197,Lactococcus lactis phage phi 197,12427,species
Retronphage phi R73,Retronphage phi R73,12428,species
Garlic virus D,Garlic virus D,12430,species
Garlic virus C,Garlic virus C,12431,species
Garlic virus B,Garlic virus B,12432,species
Garlic virus A,Garlic virus A,12433,species
Sugarcane bacilliform virus,Sugarcane bacilliform virus,12435,species
Cucumber mosaic virus satellite RNA,Cucumber mosaic virus satellite RNA,12436,species
AKT8 retrovirus,AKT8 retrovirus,12438,species
20S RNA replicon,20S RNA replicon,12439,species
"Non-A, non-B hepatitis virus","Non-A, non-B hepatitis virus",12440,species
Saccharomyces cerevisiae killer virus M1,Saccharomyces cerevisiae killer virus M1,12450,species
Raspberry bushy dwarf virus,Raspberry bushy dwarf virus,12451,species
Flame chlorosis virus-like agent,Flame chlorosis virus-like agent,12452,species
Borna disease virus,Borna disease virus,12455,species
Barley yellow mosaic virus,Barley yellow mosaic virus,12465,species
Barley mild mosaic virus,Barley mild mosaic virus,12466,species
Lucerne transient streak virus,Lucerne transient streak virus,12470,species
Solanum nodiflorum mottle virus,Solanum nodiflorum mottle virus,12471,species
Subterranean clover mottle virus,Subterranean clover mottle virus,12472,species
Velvet tobacco mottle virus,Velvet tobacco mottle virus,12473,species
Coconut foliar decay virus,Coconut foliar decay virus,12474,species
Hepatitis delta virus,Hepatitis delta virus,12475,species
Killer virus of S.cerevisiae,Killer virus of S.cerevisiae,12477,species
African green monkey polyomavirus,African green monkey polyomavirus,12480,species
Chorella virus,Chorella virus,12499,species
Hepatitis B virus 2,Hepatitis B virus 2,12513,species
Intracisternal A-type particle IAP,Intracisternal A-type particle IAP,12519,species
JDV virus,JDV virus,12521,species
Mokola lyssavirus,Mokola lyssavirus,12538,species
Nudaurelia capensis omega virus,Nudaurelia capensis omega virus,12541,species
Omsk hemorrhagic fever virus,Omsk hemorrhagic fever virus,12542,species
Sesbania mosaic virus,Sesbania mosaic virus,12558,species
Avian retrovirus FH3,Avian retrovirus FH3,12583,species
Banana bunchy top virus,Banana bunchy top virus,12585,species
Cherry leaf roll virus,Cherry leaf roll virus,12615,species
Chicken anemia virus,Chicken anemia virus,12618,species
Cowpea mottle virus,Cowpea mottle virus,12627,species
Dengue virus,Dengue virus,12637,species
Duck hepatitis B virus,Duck hepatitis B virus,12639,species
Ectromelia virus,Ectromelia virus,12643,species
Avian endogenous virus ev-21,Avian endogenous virus ev-21,12645,species
Equid gammaherpesvirus 2,Equid gammaherpesvirus 2,12657,species
Frog erythrocytic virus,Frog erythrocytic virus,12672,species
Human immunodeficiency virus,Human immunodeficiency virus,12721,species
Human respirovirus 1,Human respirovirus 1,12730,species
Human endogenous retrovirus 1,Human endogenous retrovirus 1,12733,species
Infectious flacherie virus,Infectious flacherie virus,12742,species
Parsnip yellow fleck virus,Parsnip yellow fleck virus,12777,species
Pear blister canker viroid,Pear blister canker viroid,12783,species
Porcine pestivirus,Porcine pestivirus,12795,species
Puma lentivirus,Puma lentivirus,12804,species
Raspberry ringspot virus,Raspberry ringspot virus,12809,species
Reovirus S4,Reovirus S4,12811,species
Respiratory syncytial virus,Respiratory syncytial virus,12814,species
Sweet potato feathery mottle virus,Sweet potato feathery mottle virus,12844,species
Swine influenza virus,Swine influenza virus,12845,species
Tomato apical stunt viroid,Tomato apical stunt viroid,12885,species
Tomato planta macho viroid,Tomato planta macho viroid,12888,species
Coconut tinangaja viroid,Coconut tinangaja viroid,12889,species
Citrus exocortis viroid,Citrus exocortis viroid,12890,species
Potato spindle tuber viroid,Potato spindle tuber viroid,12892,species
Hop stunt viroid,Hop stunt viroid,12893,species
Peach latent mosaic viroid,Peach latent mosaic viroid,12894,species
Apple scar skin viroid,Apple scar skin viroid,12895,species
Avocado sunblotch viroid,Avocado sunblotch viroid,12896,species
Chrysanthemum stunt viroid,Chrysanthemum stunt viroid,12897,species
Citrus bark cracking viroid,Citrus bark cracking viroid,12898,species
Coleus blumei viroid,Coleus blumei viroid,12899,species
Columnea latent viroid,Columnea latent viroid,12901,species
Grapevine yellow speckle viroid 1,Grapevine yellow speckle viroid 1,12904,species
Grapevine yellow speckle viroid,Grapevine yellow speckle viroid,12905,species
Citrus bent leaf viroid,Citrus bent leaf viroid,12906,species
Hop latent viroid,Hop latent viroid,12907,species
Avian avulavirus 4,Avian avulavirus 4,28274,species
Hyphantria cunea nucleopolyhedrovirus,Hyphantria cunea nucleopolyhedrovirus,28288,species
Cydia pomonella granulovirus,Cydia pomonella granulovirus,28289,species
Heliothis zea nuclear polyhedrosis virus,Heliothis zea nuclear polyhedrosis virus,28290,species
Sandfly fever Sicilian virus,Sandfly fever Sicilian virus,28292,species
Enteric coronavirus,Enteric coronavirus,28293,species
Porcine epidemic diarrhea virus,Porcine epidemic diarrhea virus,28295,species
Flavivirus FSME,Flavivirus FSME,28298,species
Heron hepatitis B virus,Heron hepatitis B virus,28300,species
Murid betaherpesvirus 2,Murid betaherpesvirus 2,28304,species
Bdellovibrio bacteriovirus,Bdellovibrio bacteriovirus,28308,species
Amsacta moorei entomopoxvirus,Amsacta moorei entomopoxvirus,28321,species
Choristoneura fumiferana entomopoxvirus,Choristoneura fumiferana entomopoxvirus,28322,species
Murine rotavirus,Murine rotavirus,28327,species
Porcine reproductive and respiratory syndrome virus,Porcine reproductive and respiratory syndrome virus,28344,species
Apple stem grooving virus,Apple stem grooving virus,28347,species
Sweet clover necrotic mosaic virus,Sweet clover necrotic mosaic virus,28348,species
Tomato leaf curl virus,Tomato leaf curl virus,28350,species
Strawberry latent ringspot virus,Strawberry latent ringspot virus,28351,species
Plantago asiatica mosaic virus,Plantago asiatica mosaic virus,28354,species
Peanut clump virus,Peanut clump virus,28355,species
Phage M13mp18,Phage M13mp18,28360,species
Xanthomonas phage Lf,Xanthomonas phage Lf,28365,species
Corynebacterium diphtheriae phage,Corynebacterium diphtheriae phage,28368,species
Mycobacterium virus D29,Mycobacterium virus D29,28369,species
Soil-borne wheat mosaic virus,Soil-borne wheat mosaic virus,28375,species
Ovine respiratory syncytial virus,Ovine respiratory syncytial virus,28869,species
Taterapox virus,Taterapox virus,28871,species
Camelpox virus,Camelpox virus,28873,species
Volepox virus,Volepox virus,28874,species
Rotavirus A,Rotavirus A,28875,species
Rotavirus B,Rotavirus B,28876,species
Ustilago maydis virus H1,Ustilago maydis virus H1,28882,species
Caudovirales,Caudovirales,28883,order
Heliothis zea nudivirus,Heliothis zea nudivirus,29250,species
Escherichia virus 186,Escherichia virus 186,29252,species
Giardia lamblia virus,Giardia lamblia virus,29255,species
Trichomonas vaginalis virus,Trichomonas vaginalis virus,29256,species
Beet cryptic virus 3,Beet cryptic virus 3,29257,species
Dasheen mosaic virus,Dasheen mosaic virus,29271,species
Turnip vein-clearing virus,Turnip vein-clearing virus,29272,species
Lactobacillus phage J1,Lactobacillus phage J1,29273,species
Clostridium botulinum D phage,Clostridium botulinum D phage,29342,species
Tobacco ringspot virus satellite RNA,Tobacco ringspot virus satellite RNA,31504,species
Anticarsia gemmatalis nucleopolyhedrovirus,Anticarsia gemmatalis nucleopolyhedrovirus,31507,species
Lactococcus virus sk1,Lactococcus virus sk1,31532,species
Anabaena phage N-1,Anabaena phage N-1,31534,species
Pseudomonas virus D3,Pseudomonas virus D3,31535,species
Lactococcus virus c2,Lactococcus virus c2,31537,species
Paramecium bursaria Chlorella virus CVK2,Paramecium bursaria Chlorella virus CVK2,31555,species
Cacao swollen shoot virus,Cacao swollen shoot virus,31559,species
Xanthomonas phage Cf1t,Xanthomonas phage Cf1t,31596,species
Indian cassava mosaic virus,Indian cassava mosaic virus,31600,species
Bean calico mosaic virus,Bean calico mosaic virus,31602,species
Pepper geminivirus,Pepper geminivirus,31603,species
Small ruminant morbillivirus,Small ruminant morbillivirus,31604,species
Hantavirus A9,Hantavirus A9,31618,species
Pestivirus sp.,Pestivirus sp.,31657,species
Cell fusing agent virus,Cell fusing agent virus,31658,species
Rat leukemia virus,Rat leukemia virus,31695,species
Cardamine chlorotic fleck virus,Cardamine chlorotic fleck virus,31711,species
Lettuce infectious yellows virus,Lettuce infectious yellows virus,31713,species
Beet necrotic yellow vein virus,Beet necrotic yellow vein virus,31721,species
Blueberry scorch virus,Blueberry scorch virus,31722,species
Passion fruit woodiness virus,Passion fruit woodiness virus,31732,species
Wheat streak mosaic virus,Wheat streak mosaic virus,31741,species
Johnsongrass mosaic virus,Johnsongrass mosaic virus,31742,species
Sweet potato latent virus,Sweet potato latent virus,31743,species
Rice yellow mottle virus,Rice yellow mottle virus,31744,species
Obuda pepper virus,Obuda pepper virus,31749,species
Pepper ringspot virus,Pepper ringspot virus,31750,species
Lactococcus phage BK5-T,Lactococcus phage BK5-T,31754,species
Lactococcus lactis phage US3,Lactococcus lactis phage US3,31755,species
Mycobacterium virus L5,Mycobacterium virus L5,31757,species
Pseudomonas phage phiPLS27,Pseudomonas phage phiPLS27,31759,species
Colitis phage,Colitis phage,31760,species
Eimeria nieschulzi virus,Eimeria nieschulzi virus,31761,species
Shallot virus X,Shallot virus X,31770,species
Salmonid herpesvirus 2,Salmonid herpesvirus 2,31771,species
Malignant histiocytosis sarcoma virus,Malignant histiocytosis sarcoma virus,31917,species
unidentified retrovirus,unidentified retrovirus,31931,species
Human betaherpesvirus 6A,Human betaherpesvirus 6A,32603,species
