scientific_name,taxonomic_id,rank,animal_pathogen,antimicrobial_susceptibility,biofilm_forming,extreme_environment,genome_availability,gram_stain,halotolerance_classification,host_lineage,host_name,human_pathogen,kegg_genome,metasub_(faux?)_leather,metasub_(probable)_polypropylene_fiber,metasub_-,metasub_air,metasub_air_control,metasub_amaguchi,metasub_antarctica,metasub_artificial_fiber,metasub_asbestos,metasub_auckland,metasub_baltimore,metasub_barcelona,metasub_belfast,metasub_berlin,metasub_birmingham,metasub_bmat,metasub_bogota,metasub_bradford,metasub_brisbane,metasub_bristol,metasub_bury,metasub_cairngorm,metasub_carpet,metasub_carpet_fabric,metasub_cell-phone_screen_and_plastic_cover,metasub_cell_cover_and_screen,metasub_cement,metasub_ceramic,metasub_chair,metasub_cloth,metasub_concrete,metasub_control_air,metasub_copper_wire,metasub_denver,metasub_doha,metasub_east_asia,metasub_eastbourne,metasub_eden,metasub_edinborough,metasub_europe,metasub_fabric,metasub_fairbanks,metasub_fake_leather,metasub_faux_leather,metasub_flesh,metasub_floor,metasub_formica,metasub_fukuoka,metasub_glass,metasub_glass_rubber_plastic,metasub_granite,metasub_hamilton,metasub_hand,metasub_hanoi,metasub_hong_kong,metasub_human_hand,metasub_ilorin,metasub_islington,metasub_jaywick,metasub_kensington,metasub_kuala_lumpur,metasub_kyiv,metasub_lands_end,metasub_leather,metasub_leather_seat,metasub_lisbon,metasub_london,metasub_marble,metasub_marble-like,metasub_marseille,metasub_metal,metasub_metal/plastic,metasub_metal/rubber,metasub_metal__painted_plastic__plastic,metasub_metal_and_formica,metasub_metal_and_marble,metasub_metal_plastic,metasub_metal_rubber,metasub_metal_with_wooden_handle,metasub_metal_wood,metasub_middle_east,metasub_minneapolis,metasub_naples,metasub_neg_control,metasub_negative_control,metasub_negative_control_(air),metasub_new_ork_city,metasub_newcastle,metasub_north_america,metasub_oceania,metasub_offa,metasub_oslo,metasub_other_control,metasub_painted_metal,metasub_painted_wood,metasub_paper,metasub_paris,metasub_plaster,metasub_plastic,metasub_plastic_and_glass,metasub_plastic_and_rubber,metasub_plastic_wool_like_belt,metasub_pole,metasub_polyester,metasub_porto,metasub_pos_control,metasub_positive_control,metasub_positive_control_zymo,metasub_pvc,metasub_rio_de_janeiro,metasub_rope,metasub_rubber,metasub_sacramento,metasub_santiago,metasub_seat,metasub_sendai,metasub_seoul,metasub_singapore,metasub_skin,metasub_sofia,metasub_south_america,metasub_st_louis,metasub_stainless_steel,metasub_stockholm,metasub_stone,metasub_sub_saharan_africa,metasub_swansea,metasub_synthetic,metasub_synthetic_leather,metasub_taipei,metasub_tile,metasub_tiles,metasub_tokyo,metasub_touchscreen_surface,metasub_tsuruoka,metasub_vienna,metasub_vinyl,metasub_water,metasub_wood,metasub_zurich,optimal_ph,optimal_temperature,pathogenicity,plant_pathogen,salinity_concentration/range(w/v),spore_forming,virus_lineage,virus_name
Saccharomyces cerevisiae,4932,species,Maybe Not,Maybe Not,Always,Mesophiles,complete genome,Negative,Moderate\xc2\xa0,Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces,Saccharomyces cerevisiae,Maybe,,Always Observed,Fairly Observed,Always Observed,Mostly Observed,Always Observed,Fairly Observed,Fairly Observed,Always Observed,Always Observed,Rarely Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Fairly Observed,Always Observed,Always Observed,Mostly Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Fairly Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Never Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Fairly Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Mostly Observed,Always Observed,Fairly Observed,Always Observed,Rarely Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Mostly Observed,Always Observed,Mostly Observed,Fairly Observed,Fairly Observed,Always Observed,Mostly Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Mostly Observed,Mostly Observed,Fairly Observed,Always Observed,Mostly Observed,Always Observed,Mostly Observed,Always Observed,Mostly Observed,Fairly Observed,Always Observed,Always Observed,Always Observed,Fairly Observed,Mostly Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Rarely Observed,Mostly Observed,Mostly Observed,0.0,32.5,0.0,Maybe Not,0.12,Always,"Viruses; dsRNA viruses; Totiviridae; Totivirus, Viruses; dsRNA viruses; Amalgaviridae; unclassified Amalgaviridae, Viruses; dsRNA viruses; unclassified dsRNA viruses, Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Nodaviridae; Alphanodavirus, Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Narnavirus","Saccharomyces 23S RNA narnavirus, Zygosaccharomyces bailii virus Z, Flock House virus, Saccharomyces 20S RNA narnavirus, Saccharomyces cerevisiae killer virus M1, Saccharomyces cerevisiae virus L-BC (La), Saccharomyces cerevisiae virus L-A"
Saccharomyces kudriavzevii,114524,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces,Saccharomyces kudriavzevii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Totiviridae; unclassified Totiviridae,Saccharomyces kudriavzevii virus L-A1
Scheffersomyces segobiensis,45512,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Debaryomycetaceae; Scheffersomyces,Scheffersomyces segobiensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Totiviridae; Totivirus,Scheffersomyces segobiensis virus L
Scheffersomyces stipitis,4924,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,31.0,0.0,Maybe Not,,Always,,
Schizophyllum commune,5334,species,Maybe Not,Sometimes,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Sometimes,,Always,,
Schizosaccharomyces japonicus,4897,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Maybe Not,,Never,,
Schizosaccharomyces pombe,4896,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Maybe Not,,Never,,
Sclerotinia minor,38451,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Sclerotiniaceae; Sclerotinia,Sclerotinia minor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Endornaviridae; unclassified Endornaviridae,Sclerotinia minor endornavirus 1
Sclerotinia nivalis,352851,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Sclerotiniaceae; Sclerotinia,Sclerotinia nivalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Totiviridae; Victorivirus; unclassified Victorivirus,Sclerotinia nivalis victorivirus 1
Sclerotinia sclerotiorum,5180,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Sclerotiniaceae; Sclerotinia,Sclerotinia sclerotiorum,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,18.0,0.0,Sometimes,,Always,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; unclassified Flexiviridae, Viruses; ssDNA viruses; Genomoviridae; Gemycircularvirus; Sclerotinia gemycircularvirus 1, Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Deltaflexiviridae; Deltaflexivirus; unclassified Deltaflexivirus, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; unassigned Mononegavirales, Viruses; dsRNA viruses; Endornaviridae; Betaendornavirus, Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Alphaflexiviridae; Sclerodarnavirus, Viruses; dsRNA viruses; Hypoviridae; Hypovirus; unclassified Hypovirus, Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tombusviridae; Umbravirus; unclassified Umbravirus, Viruses; dsRNA viruses; Endornaviridae; unclassified Endornaviridae, Viruses; ssRNA viruses; unclassified ssRNA viruses; Fusariviridae, Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus; Sclerotinia sclerotiorum mitovirus 1, Viruses; dsRNA viruses; Botybirnavirus; unclassified Botybirnavirus, Viruses; dsRNA viruses; Partitiviridae; unclassified Partitiviridae, Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Deltaflexiviridae; Deltaflexivirus; Sclerotinia deltaflexivirus 1, Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus, Viruses; ssRNA viruses; ssRNA negative-strand viruses; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Mymonaviridae; Sclerotimonavirus; Sclerotinia sclerotimonavirus, Viruses; dsRNA viruses; unclassified dsRNA viruses, Viruses; dsRNA viruses; Reoviridae; Spinareovirinae; Mycoreovirus; unclassified Mycoreovirus, Viruses; dsRNA viruses; Megabirnaviridae; Megabirnavirus; unclassified Megabirnavirus","Sclerotinia sclerotiorum negative-stranded RNA virus 1, Sclerotinia sclerotiorum negative-stranded RNA virus 3, Sclerotinia sclerotiorum deltaflexivirus 1, Sclerotinia sclerotiorum deltaflexivirus 2, Sclerotinia sclerotiorum mitovirus 1 HC025, Sclerotinia sclerotiorum mycoreovirus 4, Sclerotinia sclerotiorum mitovirus 1, Sclerotinia sclerotiorum mitovirus 3, Sclerotinia sclerotiorum mitovirus 2, Sclerotinia sclerotiorum megabirnavirus 1, Sclerotinia sclerotiorum mitovirus 6, Sclerotinia sclerotiorum partitivirus S, Sclerotinia sclerotiorum debilitation-associated RNA virus 2, Sclerotinia sclerotiorum dsRNA mycovirus-L, Sclerotinia sclerotiorum umbra-like virus 1, Sclerotinia sclerotiorum fusarivirus 1, Sclerotinia sclerotiorum hypovirus 1, Sclerotinia sclerotiorum hypovirus 2, Sclerotinia sclerotiorum botybirnavirus 1, Sclerotinia sclerotiorum endornavirus 1, Sclerotinia sclerotiorum hypovirulence associated DNA virus 1, Sclerotinia sclerotiorum debilitation-associated RNA virus, Sclerotinia sclerotiorum betaendornavirus 1"
Sclerotium hydrophilum,5566,species,,,,,,,,Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Typhulaceae; Sclerotium,Sclerotium hydrophilum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; unclassified dsRNA viruses,Sclerotium hydrophilum virus 1
Sodiomyces alkalinus,1302862,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Glomerellales; Plectosphaerellaceae; Sodiomyces,Sodiomyces alkalinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; ssRNA viruses; unclassified ssRNA viruses; Fusariviridae,Sodiomyces alkalinus fusarivirus 1
Sordaria macrospora,5147,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Maybe Not,,Always,,
Stemphylium lycopersici,183478,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Pleosporaceae; Stemphylium,Stemphylium lycopersici,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; unclassified RNA viruses,Stemphylium lycopersici mycovirus
Sugiyamaella lignohabitans,796027,species,,,,,,,,,,,,Always Observed,Always Observed,Fairly Observed,Rarely Observed,Never Observed,Fairly Observed,Fairly Observed,Always Observed,Never Observed,Rarely Observed,Mostly Observed,Fairly Observed,Fairly Observed,Mostly Observed,Rarely Observed,Always Observed,Mostly Observed,Fairly Observed,Fairly Observed,Fairly Observed,Rarely Observed,Fairly Observed,Always Observed,Always Observed,Never Observed,Never Observed,Mostly Observed,Fairly Observed,Always Observed,Fairly Observed,Fairly Observed,Never Observed,Always Observed,Mostly Observed,Fairly Observed,Fairly Observed,Fairly Observed,Rarely Observed,Fairly Observed,Fairly Observed,Fairly Observed,Fairly Observed,Always Observed,Rarely Observed,Always Observed,Always Observed,Always Observed,Never Observed,Fairly Observed,Always Observed,Mostly Observed,Rarely Observed,Always Observed,Mostly Observed,Fairly Observed,Always Observed,Fairly Observed,Never Observed,Rarely Observed,Mostly Observed,Fairly Observed,Mostly Observed,Fairly Observed,Fairly Observed,Always Observed,Rarely Observed,Fairly Observed,Always Observed,Never Observed,Always Observed,Fairly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Rarely Observed,Fairly Observed,Fairly Observed,Mostly Observed,Never Observed,Never Observed,Never Observed,Fairly Observed,Rarely Observed,Fairly Observed,Rarely Observed,Rarely Observed,Always Observed,Rarely Observed,Mostly Observed,Always Observed,Fairly Observed,Always Observed,Always Observed,Fairly Observed,Always Observed,Never Observed,Always Observed,Never Observed,Mostly Observed,Mostly Observed,Fairly Observed,Always Observed,Always Observed,Fairly Observed,Mostly Observed,Always Observed,Fairly Observed,Always Observed,Mostly Observed,Always Observed,Mostly Observed,Fairly Observed,Mostly Observed,Fairly Observed,Mostly Observed,Mostly Observed,Always Observed,Mostly Observed,Mostly Observed,Mostly Observed,Fairly Observed,Fairly Observed,Always Observed,Always Observed,Fairly Observed,Mostly Observed,Always Observed,Fairly Observed,Always Observed,Always Observed,Mostly Observed,Mostly Observed,Fairly Observed,Fairly Observed,Mostly Observed,,,,,,,,
Talaromyces marneffei,37727,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Maybe Not,,Always,,
Talaromyces stipitatus,28564,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Maybe Not,,Never,,
Tetrapisispora blattae,1071379,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Maybe Not,,Never,,
Tetrapisispora phaffii,113608,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Maybe Not,,Always,,
Thelephora terrestris,56493,species,,,,,,,,Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Thelephorales; Thelephoraceae; Thelephora,Thelephora terrestris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Totiviridae; unclassified Totiviridae,Thelephora terrestris virus 1
Thielavia terrestris,35720,species,Maybe Not,Maybe Not,Never,Extremophile,,Negative,,,,Maybe,,Always Observed,Always Observed,Mostly Observed,Fairly Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Fairly Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Fairly Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Fairly Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Mostly Observed,Mostly Observed,Mostly Observed,Always Observed,Fairly Observed,Always Observed,Always Observed,Fairly Observed,Mostly Observed,Fairly Observed,Fairly Observed,Always Observed,Always Observed,Mostly Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Mostly Observed,Always Observed,Always Observed,Always Observed,Always Observed,Always Observed,Mostly Observed,Mostly Observed,0.0,50.0,0.0,Maybe Not,,Always,,
Thyronectria obscura,1491455,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Thyronectria,Thyronectria obscura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; ssDNA viruses; Anelloviridae; unclassified Anelloviridae; Torque teno virus; TT virus sle,"TT virus sle1957, TT virus sle2065, TT virus sle2061, TT virus sle2072, TT virus sle2057, TT virus sle2058, TT virus sle1932, TT virus sle1931"
Tolypocladium cylindrosporum,38005,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Ophiocordycipitaceae; Tolypocladium,Tolypocladium cylindrosporum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Totiviridae; Victorivirus,Tolypocladium cylindrosporum virus 1
Torulaspora delbrueckii,4950,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Torulaspora,Torulaspora delbrueckii,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Maybe Not,,Always,Viruses; unclassified viruses,Torulaspora delbrueckii dsRNA Mbarr-1 killer virus
Trichoderma asperellum,101201,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Hypocreaceae; Trichoderma,Trichoderma asperellum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; unclassified dsRNA viruses,Trichoderma asperellum dsRNA virus 1
Trichoderma atroviride,63577,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Hypocreaceae; Trichoderma,Trichoderma atroviride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; unclassified dsRNA viruses,Trichoderma atroviride mycovirus
Trichoderma harzianum,5544,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Hypocreaceae; Trichoderma,Trichoderma harzianum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; unclassified RNA viruses,Trichoderma harzianum bipartite mycovirus 1
Trichophyton verrucosum,63417,species,Sometimes,Maybe Not,Never,Mesophiles,,Negative,,,,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,37.0,0.0,Maybe Not,,Always,,
Trimmatostroma salinum,92990,species,,,,,no,,Extreme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3% - 35%,,,
