,scientific_name,counts
657,Alpinia mosaic virus,0
658,Alpinia oxyphylla mosaic virus,0
659,Alston virus,0
660,Alstroemeria virus X,2
661,Alstroemeria yellow spot virus,2
662,Altai virus,0
663,Alternanthera leaf curl Lakshmangarh virus,0
664,Alternanthera leaf curl virus,0
665,Alternanthera mild mosaic virus,0
666,Alternanthera mosaic virus,6
667,Alternanthera yellow vein betasatellite,5
668,Alternanthera yellow vein virus,6
669,Alternaria alternata botybirnavirus 1,0
670,Alternaria alternata chrysovirus,0
671,Alternaria alternata fusarivirus 1,0
672,Alternaria alternata mitovirus 1,0
673,Alternaria alternata partitivirus 1,0
674,Alternaria alternata virus 1,4
675,Alternaria arborescens mitovirus 1,2
676,Alternaria arborescens victorivirus 1,2
677,Alternaria botybirnavirus 1,0
678,Alternaria brassicicola betaendornavirus 1,2
679,Alternaria brassicicola fusarivirus 1,2
680,Alternaria brassicicola mitovirus,0
681,Alternaria longipes dsRNA virus 1,2
682,Alternaria tenuissima narnavirus 1,0
683,Alternaria tenuissima virus,0
684,Alternaria zinniae dsRNA element,0
685,Alteromonadaceae phage B23,0
686,Alteromonas phage JH01,0
687,Alteromonas phage P24,0
688,Alteromonas phage PB15,0
689,Alteromonas phage ZP6,0
690,Alteromonas phage vB_AmaP_AD45-P,0
691,Alteromonas phage vB_AmaP_AD45-P1,2
692,Alteromonas phage vB_AmaP_AD45-P2,2
693,Alteromonas phage vB_AmaP_AD45-P3,2
694,Alteromonas phage vB_AmaP_AD45-P4,2
695,Alto Paraguay hantavirus,0
696,Alvernaviridae,0
697,Amalgaviridae,0
698,Amalgavirus,0
699,Amaranthus mosaic potyvirus,0
700,Amaryllis potyvirus,0
701,Amasya cherry disease associated chrysovirus,6
702,Amazon lily mild mottle virus,2
703,Amazon lily mosaic virus,0
704,Ambe virus,2
705,Ambidensovirus,0
706,Ambidensovirus CaaDV1,0
707,Ambidensovirus CaaDV2,0
708,Amblyomma virus GXTV108,0
709,Ambrosia artemisiifolia mitovirus 1,0
710,Ambrosia asymptomatic virus 1,0
711,Ambrosia asymptomatic virus 2 UKM-2007,0
712,Ambrosia asymptomatic virus 3 UKM-2007,0
713,Ambrosia asymptomatic virus 4 UKM-2007,0
714,Ambystoma tigrinum virus,6
715,Amdoparvovirus,0
716,Amdoparvovirus sp.,2
717,Ameiurid alloherpesvirus 1,0
718,Amelia pallorana granulovirus,0
719,American bat vesiculovirus,0
720,American dog tick phlebovirus,0
721,American dog tick rhabdovirus-2,0
722,American hop latent virus,2
723,American plum line pattern virus,6
724,Amga orthohantavirus,0
725,Amigovirus,0
726,Amnoonviridae,0
727,Amorbia cuneacapsa nucleopolyhedrovirus,0
728,Amorbia cuneana nucleopolyhedrovirus,0
729,Ampelophaga rubiginosa nucleopolyhedrovirus,0
730,Ampelovirus,0
731,Amphisbaenian adenovirus 1,0
732,Amphisbaenian parvovirus AGY1,0
733,Ampivirus,0
734,Ampivirus A,0
735,Ampobartevirus,0
736,Ampullaviridae,0
737,Ampullavirus,0
738,Amsacta moorei entomopoxvirus,2
739,Amur virus,0
740,Anabaena phage A-4L,2
741,Anabaena phage N-1,0
742,Anabas testudineus iridovirus,0
743,Anacridium aegyptium entomopoxvirus,0
744,Anagyris vein yellowing virus,6
745,Ananas metavirus pC17Dea2,0
746,Anatid alphaherpesvirus 1,2
747,Anatolevirus,0
748,Ancient Northwest Territories cripavirus,0
749,Ancient caribou feces associated virus,2
750,Andean potato latent virus,6
751,Andean potato mild mosaic virus,6
752,Andean potato mottle virus,2
753,Andecovirus,0
754,Andes orthohantavirus,3
755,Andraca bipunctata granulovirus,0
756,Andrena haemorrhoa nege-like virus,2
757,Andrographis yellow vein leaf curl betasatellite,2
758,Andrographis yellow vein leaf curl virus,2
759,Andromedavirus,0
760,Andropogon virus,0
761,Anelloviridae,0
762,Anellovirus fur seal/AAUST58/BR/2012,0
763,Anellovirus fur seal/AAUST59/BR/2012,0
764,Anellovirus fur seal/AAUST60/BR/2012,0
765,Anellovirus fur seal/AAUST62/BR/2012,0
766,Anellovirus fur seal/ATROP52/BR/2012,0
767,Anellovirus fur seal/ATROP72/BR/2012,0
768,Anemone mosaic virus,0
769,Angelica bushy stunt virus,0
770,Angelica virus Y,0
771,Angelonia flower break virus,4
772,Angelonia flower mottle virus,0
773,Angico virus,0
774,Anguilla anguilla circovirus,2
775,Anguilla marmorata adomavirus 1,0
776,Anguillid herpesvirus 1,6
777,Anguillid herpesvirus 2,0
778,Anguillid perhabdovirus,0
779,Anhanga virus,2
780,Anhembi orthobunyavirus,0
781,Aniva virus,0
782,Anlong Ms bat coronavirus,0
783,Anoda geminivirus Yucatan,0
784,Anolis adenovirus 1,0
785,Anolis adenovirus 2,0
786,Anolis carolinensis ranavirus,0
787,Anolis carolinensis retrovirus,0
788,Anolis sagrei adenovirus 1,0
789,Anolis sagrei adenovirus 2,0
790,Anolis sagrei adenovirus 3,0
791,Anolis sagrei adenovirus 4,0
792,Anolis sagrei adenovirus 5,0
793,Anolis sagrei adenovirus 6,0
794,Anolis sagrei adenovirus 7,0
795,Anolis sagrei adenovirus 8,0
796,Anolis sagrei ranavirus,0
797,Anomala cuprea entomopoxvirus,2
798,Anomis sabulifera nucleopolyhedrovirus,0
799,Anopheles A orthobunyavirus,0
800,Anopheles B orthobunyavirus,0
801,Anopheles C virus,2
802,Anopheles annulipes orbivirus,0
803,Anopheles cypovirus,0
804,Anopheles darlingi virus,0
805,Anopheles flavivirus,0
806,Anopheles flavivirus Liberia/2013,0
807,Anopheles hinesorum orbivirus,0
808,Anopheles hyrcanus flavivirus,0
809,Anopheles marajoara virus,0
810,Anopheles minimus irodovirus,2
811,Anopheles totivirus,0
812,Anopheles triannulatus orthophasmavirus,0
813,Anopheline-associated C virus,2
814,Anoxybacillus phage A403,0
815,Anphevirus,0
816,Anser anser polyomavirus 1,0
817,Anser cygnoides coronavirus,0
818,Antarctic picorna-like virus 1,1
819,Antarctic picorna-like virus 2,1
820,Antarctic picorna-like virus 3,1
821,Antarctic picorna-like virus 4,1
822,Antheraea mylitta iflavirus,0
823,Antheraea pernyi iflavirus,2
824,Antheraea pernyi nucleopolyhedrovirus,3
825,Antheraea polyphemus nucleopolyhedrovirus,0
826,Antheraea yamamai nucleopolyhedrovirus,0
827,Anthophila fabriciana granulovirus,0
828,Anthoxanthum odoratum amalgavirus 1,2
829,Anthoxanthum odoratum amalgavirus 2,0
830,Anticarsia gemmatalis iridescent virus,0
831,Anticarsia gemmatalis multiple nucleopolyhedrovirus,2
832,Anticarsia gemmatalis nucleopolyhedrovirus,3
833,Antonospora locustae virus 1,2
834,Antwerp rhinovirus 98/99,0
835,Anulavirus,0
836,Aotine betaherpesvirus 1,2
837,Aotine herpesvirus 2,0
838,Aotus nancymaae cytomegalovirus,0
839,Aotus vociferans cytomegalovirus,0
840,Aoudad malignant catarrhal fever virus,0
841,Aparavirus,0
842,Ape Aime-Itapua virus,0
843,Aphanizomenon phage vB_AphaS-CL131,0
844,Aphid lethal paralysis virus,5
845,Aphis glycines virus 1,0
846,Aphis glycines virus 2,2
847,Aphis glycines virus 3,2
848,Aphis gossypii virus,0
849,Aphroditevirus,0
850,Aphthovirus,0
851,Apis Nora virus,0
852,Apis bunyavirus 1,0
853,Apis bunyavirus 2,0
854,Apis dicistrovirus,2
855,Apis flavivirus,2
856,Apis mellifera filamentous virus,2
857,Apis mellifera genomovirus 1,0
858,Apis mellifera genomovirus 2,0
859,Apis mellifera virus-1,0
860,Apis mellifera virus-10,0
861,Apis mellifera virus-11,0
862,Apis mellifera virus-12,0
863,Apis mellifera virus-13,0
864,Apis mellifera virus-14,0
865,Apis mellifera virus-15,0
866,Apis mellifera virus-16,0
867,Apis mellifera virus-17,0
868,Apis mellifera virus-18,0
869,Apis mellifera virus-2,0
870,Apis mellifera virus-3,0
871,Apis mellifera virus-4,0
872,Apis mellifera virus-5,0
873,Apis mellifera virus-6,0
874,Apis mellifera virus-7,0
875,Apis mellifera virus-8,0
876,Apis mellifera virus-9,0
877,Apis rhabdovirus 1,0
878,Apis rhabdovirus 2,0
879,Apium virus Y,5
880,Aplomado falcon AAV1,0
881,Aplomado falcon AAV2,0
882,Aplysia californica nido-like virus,2
883,Apocheima cinerarium nucleopolyhedrovirus,2
884,Apodemus agrarius picornavirus,0
885,Apodemus agrarius rhadinovirus 1,0
886,Apodemus flavicollis cytomegalovirus 1,0
887,Apodemus flavicollis cytomegalovirus 2,0
888,Apodemus flavicollis cytomegalovirus 3,0
889,Apodemus flavicollis polyomavirus 1,0
890,Apodemus flavicollis rhadinovirus 1,0
891,Apoi virus,7
892,Apophua simplicipes ichnovirus,0
893,Apore mammarenavirus,2
894,Aporia crataegi nucleopolyhedrovirus,0
895,Apple chlorotic leaf spot virus,2
896,Apple dimple fruit viroid,5
897,Apple flat limb virus,0
898,Apple fruit crinkle viroid,5
899,Apple geminivirus PL-2015,2
900,Apple green crinkle associated virus,2
901,Apple hammerhead viroid,0
902,Apple hammerhead viroid-like circular RNA,2
903,Apple latent spherical virus,6
904,Apple luteovirus 1,2
905,Apple mosaic virus,6
906,Apple necrotic mosaic virus,2
907,Apple rubbery wood virus 1,0
908,Apple rubbery wood virus 2,0
909,Apple scar skin viroid,5
910,Apple stem grooving virus,2
911,Apple stem pitting virus,2
912,Apple-associated luteovirus,2
913,Apricot latent ringspot virus,2
914,Apricot latent virus,2
915,Apricot pseudo-chlorotic leaf spot virus,2
916,Apricot vein clearing associated virus,2
917,Apscaviroid,0
918,Apteryx rowi circovirus-like virus,2
919,Aquabirnavirus,0
920,Aquabirnavirus Garra/F73-11/IRL/2011,0
921,Aquabirnavirus NZ10,0
922,Aquabirnavirus NZ6,0
923,Aquabirnavirus TAB02,0
924,Aquabirnavirus TAB98,0
925,Aquabirnavirus genogroup VII,0
926,Aqualcavirus,0
927,Aquamavirus,0
928,Aquamavirus A,3
929,Aquamicrobium virus P14,0
930,Aquaparamyxovirus,0
931,Aquareovirus,0
932,Aquareovirus A,1
933,Aquareovirus B,0
934,Aquareovirus C,3
935,Aquareovirus E,0
936,Aquareovirus G,0
937,Aquilegia virus,0
938,Arabidopsis halleri partitivirus 1,2
939,Arabis mosaic virus,6
940,Arabis mosaic virus large satellite RNA,0
941,Arabis mosaic virus small satellite RNA,3
942,Arabis mosaic virus small satellite RNA barley/CHE/1991,2
943,Arachis pintoi virus,2
944,Araguari virus,0
945,Arakonam virus,0
946,Aransas Bay virus,0
947,Araticum virus,0
948,Araucaria virus,0
949,Araujia mosaic virus,0
950,Aravan lyssavirus,2
951,Arboreal ant associated circular virus 1,0
952,Arboretum almendravirus,2
953,Archaeal BJ1 virus,5
954,Archips cerasivoranus nuclear polyhedrosis virus,0
955,Archips rosanus nucleopolyhedrovirus,0
956,Arctic fox amdovirus,0
957,Arctopus echinatus-associated virus,2
958,Areca palm necrotic spindle-spot virus,2
959,Areca palm velarivirus 1,2
960,Arenaviridae,0
961,Arenavirus,0
962,Arenavirus DX1401,0
963,Arenavirus H0030026,0
964,Arenavirus H0030028,0
965,Arenavirus Lemniscomys/F4-8/TZA/2008,0
966,Arenavirus Mus/TZ22285/TZA/2008,0
967,Arequatrovirus,0
968,Argentinian mammarenavirus,3
969,Arhar cryptic virus-I,2
970,Arhar cryptic virus-II,0
971,Arisaema potyvirus 1,0
972,Arisaema potyvirus 2,0
973,Aristotelia chilensis virus 1,0
974,Arivirus 1,0
975,Arivirus 2,0
976,Arkansas fig closterovirus 1,0
977,Arlivirus,0
978,Armadillidium decorum iridescent virus,0
979,Armigeres iflavirus,2
980,Armigeres subalbatus virus SaX06-AK20,2
981,Arnidovirineae,0
982,Aroa discalis nucleopolyhedrovirus,0
983,Aroa virus,6
984,Arowana adomavirus,0
985,Arquatrovirinae,0
986,Arrabida virus,2
987,Arracacha latent virus C,0
988,Arracacha latent virus E,0
989,Arracacha latent virus V,0
990,Arracacha mottle virus,2
991,Arracacha virus 1,2
992,Arracacha virus A,0
993,Arracacha virus B,6
994,Arracacha virus V,2
995,Arracacha virus Y,0
996,Artashat orthonairovirus,0
997,Artemia melana sponge associated circular genome,2
998,Artemisia virus A,6
999,Arteriviridae,0
1000,Arthrobacter phage Adaia,0
1001,Arthrobacter phage Aledel,0
1002,Arthrobacter phage Anansi,0
1003,Arthrobacter phage Andrew,0
1004,Arthrobacter phage Anjali,0
1005,Arthrobacter phage Arby,0
1006,Arthrobacter phage Arcadia,0
1007,Arthrobacter phage Atraxa,0
1008,Arthrobacter phage Auxilium,0
1009,Arthrobacter phage Azathoth,0
1010,Arthrobacter phage Beethoven,0
1011,Arthrobacter phage BigMack,0
1012,Arthrobacter phage Blair,0
1013,Arthrobacter phage Bodacious,0
1014,Arthrobacter phage Brad,0
1015,Arthrobacter phage Breylor17,0
1016,Arthrobacter phage Bridgette,0
1017,Arthrobacter phage CGermain,0
1018,Arthrobacter phage CallieOMalley,0
1019,Arthrobacter phage Canowicakte,0
1020,Arthrobacter phage Carpal,0
1021,Arthrobacter phage Caterpillar,0
1022,Arthrobacter phage Cheesy,0
1023,Arthrobacter phage Chestnut,0
1024,Arthrobacter phage ChewChew,0
1025,Arthrobacter phage Chipper1996,0
1026,Arthrobacter phage Chocolat,0
1027,Arthrobacter phage Cholula,0
1028,Arthrobacter phage Christian,0
1029,Arthrobacter phage Chubster,0
1030,Arthrobacter phage Constance,0
1031,Arthrobacter phage Copper,0
1032,Arthrobacter phage Coral,0
1033,Arthrobacter phage Corgi,0
1034,Arthrobacter phage Correa,0
1035,Arthrobacter phage Cote,0
1036,Arthrobacter phage Courtney3,0
1037,Arthrobacter phage CristinaYang,0
1038,Arthrobacter phage Daiboju,0
1039,Arthrobacter phage Daob,0
1040,Arthrobacter phage Dewayne,0
1041,Arthrobacter phage Dino,0
1042,Arthrobacter phage DrManhattan,0
1043,Arthrobacter phage EdgarPoe,0
1044,Arthrobacter phage Eileen,0
1045,Arthrobacter phage ElephantMan,0
1046,Arthrobacter phage Elesar,0
1047,Arthrobacter phage Elkhorn,0
1048,Arthrobacter phage Elsa,0
1049,Arthrobacter phage Eunoia,0
1050,Arthrobacter phage Faja,0
1051,Arthrobacter phage Fluke,0
1052,Arthrobacter phage Franzy,0
1053,Arthrobacter phage Gorgeous,0
1054,Arthrobacter phage GreenHearts,0
1055,Arthrobacter phage Greenhouse,0
1056,Arthrobacter phage Guntur,0
1057,Arthrobacter phage GurgleFerb,0
1058,Arthrobacter phage HeadNerd,0
1059,Arthrobacter phage Heisenberger,0
1060,Arthrobacter phage Herb,0
1061,Arthrobacter phage Hestia,0
1062,Arthrobacter phage Huckleberry,0
1063,Arthrobacter phage HumptyDumpty,0
1064,Arthrobacter phage Hunnie,0
1065,Arthrobacter phage Huntingdon,0
1066,Arthrobacter phage Idaho,0
1067,Arthrobacter phage Immaculata,0
1068,Arthrobacter phage JayCookie,0
1069,Arthrobacter phage Jessica,0
1070,Arthrobacter phage Jordan,0
1071,Arthrobacter phage Judy,0
1072,Arthrobacter phage KBurrousTX,0
1073,Arthrobacter phage Kabreeze,0
1074,Arthrobacter phage KeaneyLin,0
1075,Arthrobacter phage Kepler,0
1076,Arthrobacter phage KingBob,0
1077,Arthrobacter phage Kumotta,0
1078,Arthrobacter phage KylieMac,0
1079,Arthrobacter phage Laila,0
1080,Arthrobacter phage Lasagna,0
1081,Arthrobacter phage LeeroyJ,0
1082,Arthrobacter phage Lennox,0
1083,Arthrobacter phage LiSara,0
1084,Arthrobacter phage Liebe,0
1085,Arthrobacter phage Link,0
1086,Arthrobacter phage Litotes,0
1087,Arthrobacter phage Lore,0
1088,Arthrobacter phage Lucy,0
1089,Arthrobacter phage Lunar,0
1090,Arthrobacter phage Maggie,0
1091,Arthrobacter phage Maja,0
1092,Arthrobacter phage MargaretKali,0
1093,Arthrobacter phage Mariposa,0
1094,Arthrobacter phage Massimo,0
1095,Arthrobacter phage Maureen,0
1096,Arthrobacter phage MediumFry,0
1097,Arthrobacter phage MeganNoll,0
1098,Arthrobacter phage Melons,0
1099,Arthrobacter phage Mendel,0
1100,Arthrobacter phage Moki,0
1101,Arthrobacter phage Moloch,0
1102,Arthrobacter phage MrGloopy,0
1103,Arthrobacter phage Muttli,0
1104,Arthrobacter phage Muttlie,0
1105,Arthrobacter phage Nancia,0
1106,Arthrobacter phage Nandita,0
1107,Arthrobacter phage Nason,0
1108,Arthrobacter phage Nellie,0
1109,Arthrobacter phage Nightmare,0
1110,Arthrobacter phage Niktson,0
1111,Arthrobacter phage Noely,0
1112,Arthrobacter phage Nubia,0
1113,Arthrobacter phage OMalley,0
1114,Arthrobacter phage OurGirlNessie,0
1115,Arthrobacter phage Oxynfrius,0
1116,Arthrobacter phage Peas,0
1117,Arthrobacter phage PitaDog,0
1118,Arthrobacter phage Polka,0
1119,Arthrobacter phage Potatoes,0
1120,Arthrobacter phage Pterodactyl,0
1121,Arthrobacter phage RAP15,0
1122,Arthrobacter phage RcigaStruga,0
1123,Arthrobacter phage Richie,0
1124,Arthrobacter phage Rings,0
1125,Arthrobacter phage Riovina,0
1126,Arthrobacter phage Riverdale,0
1127,Arthrobacter phage Ronnie,0
1128,Arthrobacter phage RosiePosie,0
1129,Arthrobacter phage Rozby,0
1130,Arthrobacter phage Ryan,0
1131,Arthrobacter phage Salgado,0
1132,Arthrobacter phage Sandman,0
1133,Arthrobacter phage Savage2526,0
1134,Arthrobacter phage Scavito,0
1135,Arthrobacter phage Scuttle,0
1136,Arthrobacter phage Seahorse,0
1137,Arthrobacter phage Sergei,0
1138,Arthrobacter phage Seume,0
1139,Arthrobacter phage Shrooms,0
1140,Arthrobacter phage Sonali,0
1141,Arthrobacter phage SorJuana,0
1142,Arthrobacter phage Sputnik,0
1143,Arthrobacter phage StewieGriff,0
1144,Arthrobacter phage Stratus,0
1145,Arthrobacter phage Supakev,0
1146,Arthrobacter phage Suppi,0
1147,Arthrobacter phage Swenson,0
1148,Arthrobacter phage Synepsis,0
1149,Arthrobacter phage TaeYoung,0
1150,Arthrobacter phage Taj14,0
1151,Arthrobacter phage Tatanka,0
1152,Arthrobacter phage TattModd,0
1153,Arthrobacter phage Teacup,0
1154,Arthrobacter phage Temper16,0
1155,Arthrobacter phage Tenno,0
1156,Arthrobacter phage Timinator,0
1157,Arthrobacter phage TinoCrisci,0
1158,Arthrobacter phage Tophat,0
1159,Arthrobacter phage Toulouse,0
1160,Arthrobacter phage Tribby,0
1161,Arthrobacter phage TymAbreu,0
1162,Arthrobacter phage Urla,0
1163,Arthrobacter phage Vallejo,0
1164,Arthrobacter phage Vulture,0
1165,Arthrobacter phage Waltz,0
1166,Arthrobacter phage Wawa,0
1167,Arthrobacter phage Wheelbite,0
1168,Arthrobacter phage Wilde,0
1169,Arthrobacter phage Yang,0
1170,Arthrobacter phage Yank,0
1171,Arthrobacter phage Zorro,0
1172,Arthrobacter phage phi AAU2,0
1173,Arthrobacter phage vB_ArS-ArV2,2
1174,Arthrobacter virus Abidatro,0
1175,Arthrobacter virus Adat,0
1176,Arthrobacter virus Amigo,0
1177,Arthrobacter virus ArV1,0
1178,Arthrobacter virus BarretLemon,0
1179,Arthrobacter virus Beans,0
1180,Arthrobacter virus Bennie,0
1181,Arthrobacter virus Brent,0
1182,Arthrobacter virus Captnmurica,0
1183,Arthrobacter virus Circum,0
1184,Arthrobacter virus Colucci,0
1185,Arthrobacter virus Decurro,0
1186,Arthrobacter virus DrRobert,0
1187,Arthrobacter virus Galaxy,0
1188,Arthrobacter virus Glenn,0
1189,Arthrobacter virus Gordon,0
1190,Arthrobacter virus HunterDalle,0
1191,Arthrobacter virus Jasmine,0
1192,Arthrobacter virus Jawnski,0
1193,Arthrobacter virus Joann,0
1194,Arthrobacter virus Kellezzio,0
1195,Arthrobacter virus Kitkat,0
1196,Arthrobacter virus Korra,0
1197,Arthrobacter virus Laroye,0
1198,Arthrobacter virus Martha,0
1199,Arthrobacter virus Mudcat,0
1200,Arthrobacter virus Piccoletto,0
1201,Arthrobacter virus Preamble,0
1202,Arthrobacter virus Pumancara,0
1203,Arthrobacter virus Shade,0
1204,Arthrobacter virus Sonny,0
1205,Arthrobacter virus Tank,0
1206,Arthrobacter virus Trina,0
1207,Arthrobacter virus Wayne,0
1208,Arthrobacteria virus Molivia,0
1209,Artibeus jamaicensis parvovirus 1,5
1210,Artibeus planirostris polyomavirus 1,2
1211,Artibeus planirostris polyomavirus 2,2
1212,Artibeus planirostris polyomavirus 3,2
1213,Artichoke Italian latent virus,2
1214,Artichoke latent virus,2
1215,Artichoke mottled crinkle virus,3
1216,Artichoke yellow ringspot virus,2
1217,Articulavirales,0
1218,Artogeia rapae granulovirus,2
1219,Artoviridae,0
1220,Artybash virus,0
1221,Aruac virus,0
1222,Arumowot virus,2
1223,Asama orthohantavirus,0
1224,Asclepias asymptomatic virus,6
1225,Ascoviridae,0
1226,Ascovirus,0
1227,Asfarviridae,0
1228,Asfivirus,0
1229,Ash River virus,0
1230,Ashy storm petrel gyrovirus,2
1231,Asian Narcissus potyvirus,0
1232,Asian leopard cat coronavirus Guangxi/F230/2006,0
1233,Asian prunus virus 1,2
1234,Asian prunus virus 2,2
1235,Asian prunus virus 3,2
1236,Asian seabass Nervous Necrosis Virus,0
1237,Asikkala orthohantavirus,0
1238,Asinine herpesvirus 4,0
1239,Asinine herpesvirus 5,0
1240,Asinine herpesvirus 6,0
1241,Asio otus herpesvirus,0
1242,Asparagus virus 1,2
1243,Asparagus virus 2,6
1244,Asparagus virus 3,8
1245,Aspergillus foetidus dsRNA mycovirus,2
1246,Aspergillus foetidus slow virus 1,2
1247,Aspergillus fumigatus chrysovirus,2
1248,Aspergillus fumigatus partitivirus 2,2
1249,Aspergillus fumigatus polymycovirus 1,2
1250,Astarnavirus,0
1251,Asteriusvirus,0
1252,Asteroid ambidensovirus 1,0
1253,Astrovirus Er/SZAL6/HUN/2011,2
1254,Astrovirus MLB2,6
1255,Astrovirus MLB3,6
1256,Astrovirus VA3,6
1257,Astrovirus VA4,6
1258,Astrovirus wild boar/WBAstV-1/2011/HUN,2
1259,Asturias virus,0
1260,Asystasia mosaic Madagascar virus,2
1261,Atadenovirus,0
1262,Ateles belzebuth Lymphocryptovirus 1,0
1263,Ateles geoffroyi Lymphocryptovirus 1,0
1264,Ateles geoffroyi papillomavirus,0
1265,Ateles paniscus cytomegalovirus,0
1266,Ateles paniscus polyomavirus 1,6
1267,Ateline alphaherpesvirus 1,2
1268,Ateline gammaherpesvirus 2,2
1269,Ateline gammaherpesvirus 3,2
1270,Athtab bunya-like virus,2
1271,Atikum virus,0
1272,Atkinsonella hypoxylon virus,7
1273,Atlantic cod herpesvirus,0
1274,Atlantic cod nodavirus,0
1275,Atlantic halibut reovirus,0
1276,Atlantic salmon swim bladder sarcoma virus,6
1277,Atractoscion nobilis nervous necrosis virus,0
1278,Atractylodes mild mottle virus,2
1279,Atractylodes mottle virus,2
1280,Atrpec virus 1,0
1281,Attacus ricini nuclear polyhedrosis virus,0
1282,Attisvirus,0
1283,Atypical cytopathic virus,0
1284,Atypical porcine pestivirus,0
1285,Aumaivirus,0
1286,Aura virus,6
1287,Aurantimonas phage AmM-1,2
1288,Aurantiochytrium single-stranded RNA virus 01,2
1289,Aureococcus anophagefferens virus,2
1290,Aureusvirus,0
1291,Aurivirus,0
1292,Aurochs papillomavirus,0
1293,Aurora borealis virus,0
1294,Aurora borealis virus 3,0
1295,Aurora borealis virus 4,0
1296,Australian Anopheles totivirus,2
1297,Australian bat lyssavirus,7
1298,Australian grapevine viroid,5
1299,Autographa biloba nucleopolyhedrovirus,0
1300,Autographa californica multiple nucleopolyhedrovirus,0
1301,Autographa nigrisigna nucleopolyhedrovirus,0
1302,Autographivirinae,0
1303,Autolykiviridae,0
1304,Autonomous rat parvovirus RV-Y,0
1305,Avalon Bres virus,0
1306,Avalon virus,2
1307,Avastrovirus 1,2
1308,Avastrovirus 3,4
1309,Avenavirus,0
1310,Aveparvovirus,0
1311,Aves polyomavirus 1,2
1312,Aviadenovirus,0
1313,Aviadenovirus KLC-2015,0
1314,Avian HDV-like agent,0
1315,Avian avulavirus 1,2
1316,Avian avulavirus 10,0
1317,Avian avulavirus 11,2
1318,Avian avulavirus 12,2
