scientific_name,taxonomic_id,rank,atacama_desert___id_10360,hawaii_volcanic_soil___id_1579,panama_soil___id_1716,canadian_metamicrobiome___id_632,serpentinite_hosted_microbiome___id_713,polluted_polar_coastal_sediments___id_1198,mcmurdo_lakes___id_638,great_lake_microbiome___id_1041,global_coral_microbiome_project___id_10895,tara_counts,vulcano_counts,polar_counts,phyllo_counts,panama_counts,lakes_counts,hawaii_counts,costa_counts,air_counts,arabic_counts,thar_counts,antarctic_counts,virus_name,virus_lineage,kegg_genome,kegg_disease,disease,host_name,host_lineage,sample_type,microbe_id,gram_stain,human_disease_causing,antimicrobial_susceptibility,optimal_temperature,extreme_environment,biofilm_forming,optimal_ph,animal_pathogen,spore_forming,pathogenicity,plant_pathogen
Acinetobacter phage IME_AB3,1458669,species,,,,,,,,,,,,,,,,,,,,,,Acinetobacter phage IME_AB3,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",,,,Acinetobacter baumannii,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex,,,,,,,,,,,,,
Acinetobacter phage KARL-1,2301662,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage PBAB08,2053691,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage PBAB25,2053692,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage Petty,1406779,species,,,,,,,,,,,,,,,,,,,,,,Acinetobacter phage Petty,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Fri1virus; unclassified Fri1virus",,,,Acinetobacter baumannii,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex,,,,,,,,,,,,,
Acinetobacter phage Presley,1406780,species,,,,,,,,,,,,,,,,,,,,,,Acinetobacter phage Presley,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Podoviridae",,,,"Acinetobacter, Acinetobacter baumannii","Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex, Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae",,,,,,,,,,,,,
Acinetobacter phage RL-2015,1604868,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage SH-Ab 15497,2060946,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage SH-Ab 15599,2202135,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage SWH-Ab-1,2053604,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage TAC1,2488668,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage YMC11/12/R1215,1628722,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage YMC11/12/R2315,1628720,species,,,,,,,,,,,,,,,,,,,,,,Acinetobacter phage YMC11/12/R2315,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Ap22virus; unclassified Ap22virus",,,,Acinetobacter sp.,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter,,,,,,,,,,,,,
Acinetobacter phage YMC13/03/R2096,1560342,species,,,,,,,,,,,,,,,,,,,,,,Acinetobacter phage YMC13/03/R2096,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",,,,"Acinetobacter, Acinetobacter baumannii","Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex, Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae",,,,,,,,,,,,,
Acinetobacter phage ZZ1,1049283,species,,,,,,,,,,,,,,,,,,,,,,Acinetobacter phage ZZ1,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae",,,,"Acinetobacter, Acinetobacter baumannii","Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex, Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae",,2233.0,,,,,Mesophiles,Never,,Maybe Not,Never,,Maybe Not
Acinetobacter phage ZZon-2017a,1962723,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage ZaA-2018a,2494717,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage ZaA-2018b,2494718,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage phiAB11,1161145,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage phiAB2,691319,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage phiAB6,1698439,species,,,,,,,,,,,,,,,,,,,,,,Acinetobacter phage phiAB6,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Fri1virus; unclassified Fri1virus",,,,"Acinetobacter, Acinetobacter baumannii","Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex, Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae",,,,,,,,,,,,,
Acinetobacter phage phiAC-1,1229760,species,,,,,,,,,,,,,,,,,,,,,,Acinetobacter phage phiAC-1,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Ap22virus; unclassified Ap22virus",,,,"Acinetobacter, Acinetobacter soli","Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae, Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter",,,,,,,,,,,,,
Acinetobacter phage vB_AbaM_Acibel004,1481186,species,,,,,,,,,,,,,,,,,,,,,,Acinetobacter phage vB_AbaM_Acibel004,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",,,,Acinetobacter baumannii,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex,,,,,,,,,,,,,
Acinetobacter phage vB_AbaM_B09_Aci01-1,2315466,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage vB_AbaM_B09_Aci02-2,2315467,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage vB_AbaM_B09_Aci05,2315458,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage vB_AbaM_B9,2163899,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage vB_AbaM_phiAbaA1,1605379,species,,,,,,,,,,,,,,,,,,,,,,Acinetobacter phage vB_AbaM_phiAbaA1,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae",,,,"Acinetobacter, Acinetobacter baumannii","Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex, Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae",,,,,,,,,,,,,
Acinetobacter phage vB_AbaP_46-62_Aci07,2315468,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage vB_AbaP_AS11,1932886,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage vB_AbaP_AS12,1932885,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage vB_AbaP_Acibel007,1481187,species,,,,,,,,,,,,,,,,,,,,,,Acinetobacter phage vB_AbaP_Acibel007,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Fri1virus; unclassified Fri1virus",,,,Acinetobacter baumannii,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex,,,,,,,,,,,,,
Acinetobacter phage vB_AbaP_B09_Aci08,2315601,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage vB_AbaP_B1,2016049,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage vB_AbaP_B3,2016050,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage vB_AbaP_B5,2016051,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage vB_AbaP_CEB1,1708400,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage vB_AbaP_CEB2,1758118,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage vB_AbaP_D2,2126803,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage vB_AbaS_D0,2510492,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage vB_AbaS_Loki,1970374,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage vB_AbaS_TRS1,1852629,species,,,,,,,,,,,,,,,,,,,,,,Acinetobacter phage vB_AbaS_TRS1,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",,,,Acinetobacter baumannii A118,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex,,,,,,,,,,,,,
Acinetobacter phage vB_ApiM_fHyAci03,2269366,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage vB_ApiP_P1,2016052,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage vB_ApiP_P2,2016053,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage vB_KpnM_IME284,2419625,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage vB_KpnM_IME285,2419626,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage vB_KpnM_IME512,2419627,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage vB_phiAcib_BQ1,2494703,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage vB_phiAcib_BQ2,2494704,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage vB_phiAcib_BQ3,2494705,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter phage vB_phiAcib_BQ4,2494706,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter virus 133,279006,species,,,,,,,,,,,,,,,,,,,,,,Acinetobacter virus 133,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unassigned Tevenvirinae",,,,Acinetobacter johnsonii,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter,,,,,,,,,,,,,
Acinetobacter virus AB1,1915208,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter virus AB2,1915207,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter virus AB3,1985718,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter virus AP22,1915209,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter virus AbC62,1915206,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter virus AbP2,2560264,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter virus Abp1,1985714,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter virus Fri1,1985712,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter virus IME200,1985713,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter virus LZ35,2560267,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter virus ME3,2560269,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter virus PD6A3,1985716,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter virus PDAB9,1985717,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter virus R3177,2560270,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter virus SH-Ab 15519,2560271,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter virus WCHABP1,2560272,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter virus WCHABP12,2560273,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter virus WCHABP5,2560274,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter virus phiAB1,1985715,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinonyx jubatus papillomavirus type 1,2358483,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinopterus angulatus reovirus,1141931,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acipenser iridovirus-European,1851774,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acipenserid herpesvirus 1,320883,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acipenserid herpesvirus 2,320884,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acipenserid herpesvirus 3,320885,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ackermannviridae,2169529,family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Acomys herpesvirus SVMS 226,222",1032406,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aconitum latent virus,101764,species,,,,,,,,,,,,,,,,,,,,,,Aconitum latent virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Betaflexiviridae; Quinvirinae; Carlavirus",,,,Delphinium,Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Ranunculales; Ranunculaceae; Ranunculoideae; Delphinieae,,3256.0,,,,,,,,,,,
Acropoma japonicum iridovirus,670556,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acropoma japonicum nervous necrosis virus,670524,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acropora pruinosa phage,1128741,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinidia seed-borne latent virus,2081931,species,,,,,,,,,,,,,,,,,,,,,,Actinidia seed-borne latent virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Betaflexiviridae; unclassified Betaflexiviridae",,,,Actinidia chinensis,Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Ericales; Actinidiaceae; Actinidia,,,,,,,,,,,,,
Actinidia virus 1,2024724,species,,,,,,,,,,,,,,,,,,,,,,Actinidia virus 1,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Closteroviridae; unclassified Closteroviridae",,,,Actinidia chinensis,Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Ericales; Actinidiaceae; Actinidia,,,,,,,,,,,,,
Actinidia virus A,1112769,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinidia virus B,1112770,species,,,,,,,,,,,,,,,,,,,,,,Actinidia virus B,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Betaflexiviridae; Trivirinae; Vitivirus",,,,"Actinidia chinensis, Nicotiana occidentalis","Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Ericales; Actinidiaceae; Actinidia, Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana",,2723.0,,,,,,,,,,,
Actinidia virus X,1331744,species,,,,,,,,,,,,,,,,,,,,,,Actinidia virus X,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Alphaflexiviridae; Potexvirus",,,,Ribes nigrum,Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Saxifragales; Grossulariaceae; Ribes,,,,,,,,,,,,,
Actinomyces phage xhp1,2099653,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinomyces virus Av1,338473,species,,,,,,,,,,,,,,,,,,,,,,Actinomyces virus Av1,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Picovirinae; unassigned Picovirinae",,,,Actinomyces naeslundii,Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Actinomycetaceae; Actinomyces,,,,,,,,,,,,,
Actinophage JHJ-1,12347,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinophage JHJ-3,39943,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinophage Q5,167320,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinophage RP3,10701,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actinoplanes phage phiAsp2,279303,species,,,,,,,,,,,,,,,,,,,,,,Actinoplanes phage phiAsp2,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",,,,Actinoplanes sp. SN223/29,Bacteria; Actinobacteria; Actinobacteria; Micromonosporales; Micromonosporaceae; Actinoplanes,,2858.0,,,,,Mesophiles,Never,,Maybe Not,Never,,Maybe Not
Acute bee paralysis virus,92444,species,,,,,,,,,,,,,,,,,,,,,,Acute bee paralysis virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Picornavirales; Dicistroviridae; Aparavirus",,,,Apis mellifera,Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Hymenoptera; Apocrita; Aculeata; Apoidea; Apidae; Apinae; Apini; Apis,,,,,,,,,,,,,
Acyrthosiphon pisum virus,340187,species,,,,,,,,,,,,,,,,,,,,,,Acyrthosiphon pisum virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; unclassified ssRNA positive-strand viruses",,,,Acyrthosiphon pisum,Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Sternorrhyncha; Aphidomorpha; Aphidoidea; Aphididae; Aphidinae; Macrosiphini; Acyrthosiphon,,7654.0,,Maybe,,,Mesophiles,,,Sometimes,,,Maybe Not
Adelaide River ephemerovirus,1972589,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adelphocoris suturalis virus,1930920,species,,,,,,,,,,,,,,,,,,,,,,Adelphocoris suturalis virus,Viruses; unclassified RNA viruses,,,,Adelphocoris suturalis,Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Heteroptera; Cimicomorpha; Cimicoidea; Miridae; Mirinae; Mirini; Adelphocoris,,,,,,,,,,,,,
Adeno-Associated Virus Clade A,1717193,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adeno-Associated Virus Clade C,1717194,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adeno-Associated Virus Clade D,1717195,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adeno-Associated Virus PREDICT_AaV-10,1717196,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adeno-Associated Virus PREDICT_AaV-11,1717197,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adeno-Associated Virus PREDICT_AaV-5,1717198,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adeno-Associated Virus PREDICT_AaV-6,1717199,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adeno-Associated Virus PREDICT_AaV-7,1717200,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adeno-Associated Virus PREDICT_AaV-8,1717201,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adeno-Associated Virus PREDICT_AaV-9,1717202,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adeno-Associated Virus rh.8,1717203,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adeno-associated virus,272636,species,,,,,,,,,,,,,,,,,,,,,,Adeno-associated virus,Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Dependoparvovirus; unclassified Dependoparvovirus,,,,Cairina moschata,Eukaryota; Metazoa; Chordata; Craniata; Sarcopterygii; Aves; Neognathae; Galloanserae; Anseriformes; Anatidae; Anatinae; Cairina,,,,,,,,,,,,,
Adenoviridae,10508,family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Hu/CUHKA4751/2008/HKG,686195,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Hu/CUHKA5073/2008/HKG,686196,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Hu/CUHKA5173/2008/HKG,686197,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Hu/CUHKA5330/2008/HKG,686198,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Hu/CUHKA5509/2008/HKG,686199,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Hu/CUHKA6696/2008/HKG,686200,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Hu/CUHKA6807/2008/HKG,686201,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Hu/RJ/2006-08/Brazil/2006,862148,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Hu/RJ/2006-13/Brazil/2006,862149,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Hu/RJ/2006-14/Brazil/2006,862150,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Hu/RJ/2008-317/Brazil/2008,862151,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Hu/RJ/2008-318/Brazil/2008,862152,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Hu/RJ/2008-319/Brazil/2008,862153,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Hu/RJ/2008-320/Brazil/2008,862154,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Hu/RJ/2008-322/Brazil/2008,862155,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Hu/RJ/2008-323/Brazil/2008,862156,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Hu/RJ/2008-324/Brazil/2008,862157,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Hu/RJ/2008-334/Brazil/2008,862158,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Hu/RJ/2008-335/Brazil/2008,862159,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Hu/RJ/2008-337/Brazil/2008,862160,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Hu/RJ/2008-338/Brazil/2008,862161,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Hu/RJ/2008-339/Brazil/2008,862162,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Hu/RJ/2008-340/Brazil/2008,862163,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Hu/RJ/2008-341/Brazil/2008,862164,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Hu/RJ/2008-342/Brazil/2008,862165,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Hu/RJ/2008-356/Brazil/2008,862166,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Lopburi057/2006/THA,517342,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Lopburi070/2006/THA,517343,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Lopburi073/2006/THA,517344,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus Lopburi078/2006/THA,517345,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus PREDICT_AdV-69,1717143,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus PREDICT_AdV-72,1717144,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus red squirrel/DEU/JK-2011,981209,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adenovirus squirrel/96-29/KOR,1715675,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
