scientific_name,taxonomic_id,rank,air_counts,alfisols,andisols,animal_pathogen,antarctic_counts,antimicrobial_susceptibility,arabic_counts,atacama_desert___id_10360,biofilm_forming,canadian_metamicrobiome___id_632,costa_counts,depth/altitude,drylands,entisols,extreme_environment,gelisols,genome_availability,global_coral_microbiome_project___id_10895,gram_stain,great_lake_microbiome___id_1041,hawaii_counts,hawaii_volcanic_soil___id_1579,high_ph,host_lineage,host_name,human_disease_causing,human_microbiome_body_site,inceptisols,lakes_counts,latitude,longitude,low_ph,low_productivity,mcmurdo_lakes___id_638,microbe_id,mollisols,optimal_ph,optimal_temperature,panama_counts,panama_soil___id_1716,pathogenicity,phyllo_counts,plant_pathogen,polar_counts,polluted_polar_coastal_sediments___id_1198,salinity_concentration/range(w/v),sand_rock_ice,serpentinite_hosted_microbiome___id_713,spore_forming,tara_counts,thar_counts,trophic_level,ultisols,vertisols,virus_lineage,virus_name,vulcano_counts
Acidaminococcus timonensis,1871002,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidibacillus,1765682,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidibacillus ferrooxidans,1765683,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidibacter,1549619,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidibacter ferrireducens,1229656,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidicaldus,368783,genus,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,4.0,0.0,,,,,,0.0
Acidicaldus organivorans,209650,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidicapsa,1078830,genus,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,13.0,0.0,,,,,,,0.0,,,,,0.0,,,,,1.0,0.0,,0.0,,1.0,0.0,,,0.0,,0.0,0.0,,,,,,0.0
Acidicapsa acidiphila,1335627,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidicapsa borealis,946336,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidicapsa dinghuensis,2218256,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidicapsa ferrireducens,1335629,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidicapsa ligni,542300,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidiferrobacter,986106,genus,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,658.0,0.0,,,,,,0.0
Acidiferrobacter thiooxydans,163359,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidiferrobacteraceae,1692041,family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidiferrobacterales,1692040,order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidihalobacter,1765964,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidihalobacter ferrooxidans,1765967,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidimicrobiaceae,84994,family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidimicrobiales,84993,order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidimicrobiia,84992,class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidimicrobium,53634,genus,0.0,,,,0.0,,5.0,0.0,,0.0,0.0,,,,,,,2.0,,0.0,0.0,0.0,,,,,,,0.0,,,,,1.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,129.0,,0.0,0.0,,,,,,0.0
Acidimicrobium ferrooxidans,53635,species,,,,Maybe Not,,,,,,,,,,,Extremophile,,,,Positive,,,,,,,Maybe,,,,,,,,,5047.0,,2.0,47.5,,,1.0,,Maybe Not,,,,,,,,,,,,,,
Acidiphilium,522,genus,0.0,,,,266.0,,6.0,0.0,,0.0,1.0,,,,,,,0.0,,0.0,12060.0,0.0,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,0.0,,29.0,0.0,,,1.0,,16.0,6.0,,,,,,0.0
Acidiphilium acidophilum,76588,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidiphilium angustum,523,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidiphilium cryptum,524,species,,,,,,,,,,,,,,,Mesophiles,,,,Negative,,,,,,,,,,,,,,,,6750.0,,,,,,,,,,,,,,,,,,,,,,
Acidiphilium iwatense,768198,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidiphilium multivorum,62140,species,,,,Maybe Not,,,,,,,,,,,Mesophiles,,,,Negative,,,,,,,,,,,,,,,,1652.0,,,,,,,,Maybe Not,,,,,,,,,,,,,,
Acidiphilium organovorum,33999,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidiphilium rubrum,526,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidiphilium symbioticum,94005,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidipila,1000999,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidipila dinghuensis,1560006,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidipila rosea,768535,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidipropionibacterium,1912215,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidisoma,512381,genus,0.0,,,,0.0,,2.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,2.0,0.0,,,,,,,0.0,,,,,0.0,,,,,5.0,0.0,,3309.0,,4.0,0.0,,,0.0,,3.0,0.0,,,,,,0.0
Acidisoma sibiricum,512383,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidisoma tundrae,512382,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidisphaera,50714,genus,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,1.0,0.0,,,,,,0.0
Aciditerrimonas,1042325,genus,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,9.0,0.0,,,,,,0.0
Aciditerrimonas ferrireducens,667306,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidithiobacillaceae,225058,family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidithiobacillales,225057,order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidithiobacillia,1807140,class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidithiobacillus,119977,genus,0.0,,,,0.0,,2.0,5.0,,0.0,6.0,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,0.0,,34.0,0.0,,,2.0,,23.0,0.0,,,,,,0.0
Acidithiobacillus albertensis,119978,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidithiobacillus caldus,33059,species,,,,,,,,,,,,,,,Extremophile,,,,Negative,,,,,,,,,,,,,,,,1758.0,,,47.5,,,1.0,,,,,,,,,,,,,,,,
Acidithiobacillus cuprithermicus,100486,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidithiobacillus ferridurans,1232575,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidithiobacillus ferriphilus,1689834,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidithiobacillus ferrivorans,160808,species,,,,,,,,,Always,,,,,,Extremophile,,,,Negative,,,,,,,,,,,,,,,,4412.0,,1.9,25.0,,,1.0,,,,,,,,,,,,,,,,
Acidithiobacillus ferrooxidans,920,species,,,,,,,,,Always,,,,,,Extremophile,,,,Negative,,,,,,,,,,,,,,,,4759.0,,2.0,26.0,,,1.0,,,,,,,,,,,,,,,,
Acidithiobacillus thiooxidans,930,species,,,,,,,,,Always,,,,,,Extremophile,,,,Negative,,,,,,,,,,,,,,,,280.0,,,26.0,,,1.0,,,,,,,,,,,,,,,,
Acidithiomicrobium,658428,genus,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,417.0,,0.0,0.0,,,,,,0.0
Acidithrix,1609233,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidithrix ferrooxidans,1280514,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidobacteria,57723,phylum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidobacteriaceae,204434,family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidobacteriales,204433,order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidobacteriia,204432,class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidobacterium,33973,genus,0.0,,,,0.0,,0.0,0.0,,1.0,0.0,,,,,,,8.0,,1.0,22.0,85.0,,,,,,,0.0,,,,,3.0,,,,,0.0,5.0,,0.0,,0.0,6.0,,,2984.0,,0.0,0.0,,,,,,0.0
Acidobacterium capsulatum,33075,species,,,,Maybe Not,,,,,,,,,,,Extremophile,,,,Negative,,,,,,,Maybe,,,,,,,,,5856.0,,4.5,30.0,,,1.0,,Maybe Not,,,,,,,,,,,,,,
Acidocella,50709,genus,0.0,,,,25.0,,6.0,0.0,,0.0,2.0,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,1.0,,,,,0.0,,,,,4.0,0.0,,0.0,,13.0,0.0,,,0.0,,9.0,64.0,,,,,,1.0
Acidocella aluminiidurans,472056,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidocella aminolytica,33998,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidocella aquatica,1922313,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidocella aromatica,1303579,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidocella facilis,525,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidomonas,34000,genus,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,2.0,0.0,,,,,,0.0
Acidomonas methanolica,437,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidothermaceae,85032,family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidothermales,1643683,order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidothermus,28048,genus,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,3.0,,0.0,0.0,0.0,,,,,,,0.0,,,,,2.0,,,,,0.0,0.0,,0.0,,0.0,1.0,,,338.0,,9.0,0.0,,,,,,0.0
Acidothermus cellulolyticus,28049,species,,,,Maybe Not,,,,,,,,,,,Extremophile,,,,Negative,,,,,,,Maybe,,,,,,,,,3163.0,,5.5,55.0,,,,,Maybe Not,,,,,,,,,,,,,,
Acidovorax,12916,genus,298.0,,,,11890.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,712.0,,,,,0.0,,,,,55.0,0.0,,46.0,,932.0,0.0,,,7.0,,2938.0,3.0,,,,,,235.0
Acidovorax aerodenitrificans,192388,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidovorax anthurii,78229,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidovorax avenae,80867,species,,,,Maybe Not,,,,,,,,,,,Mesophiles,,,,Negative,,,,,,,,,,,,,,,,5008.0,,,,,,,,Sometimes,,,,,,Never,,,,,,,,
Acidovorax caeni,343013,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidovorax carolinensis,553814,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidovorax cattleyae,80868,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidovorax cavernicola,1675792,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidovorax citrulli,80869,species,,,,Maybe Not,,,,,Always,,,,,,Mesophiles,,,,Negative,,,,,,,,,,,,,,,,2778.0,,,,,,,,Sometimes,,,,,,,,,,,,,,
Acidovorax defluvii,86669,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidovorax delafieldii,47920,species,,,,,,,,,,,,,,,,,,,Negative,,,,,,,,,,,,,,,,685.0,,,30.0,,,,,,,,,,,,,,,,,,,
Acidovorax ebreus,721785,species,,,,Maybe Not,,,,,,,,,,,Mesophiles,,,,Negative,,,,,,,,,,,,,,,,4268.0,,,,,,,,Maybe Not,,,,,,,,,,,,,,
Acidovorax facilis,12917,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidovorax kalamii,2004485,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidovorax konjaci,32040,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidovorax lacteus,1924988,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidovorax oryzae,862720,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidovorax radicis,758826,species,,,,Maybe Not,,,,,,,,,,,Mesophiles,,,,Negative,,,,,,,,,,,,,,,,2137.0,,7.0,30.0,,,,,Maybe Not,,,,,,,,,,,,,,
Acidovorax temperans,80878,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidovorax valerianellae,187868,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidovorax wautersii,1177982,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidovorax wohlfahrtii,121873,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter,469,genus,1425.0,,,,3467.0,,0.0,0.0,,0.0,3.0,,,,,,,0.0,,0.0,93.0,0.0,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae,Acinetobacter,,,,651.0,,,,,0.0,,,,,105.0,0.0,,1180.0,,1059.0,0.0,,,99.0,,8130.0,0.0,,,,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Fri1virus; unclassified Fri1virus, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Podoviridae, Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Leviviridae; unclassified Leviviridae, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Ap22virus; unclassified Ap22virus","Acinetobacter phage AP205, Acinetobacter phage Bphi-B1251, Acinetobacter phage phiAB6, Acinetobacter phage Presley, Acinetobacter phage vB_AbaM_phiAbaA1, Acinetobacter phage ZZ1, Acinetobacter phage Ac42, Acinetobacter phage phiAC-1, Acinetobacter phage YMC13/03/R2096",15.0
Acinetobacter albensis,1673609,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter antiviralis,363192,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter apis,1229165,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter baumannii,470,species,,,,Sometimes,,,,,,,,,,,Mesophiles,,,,Negative,,,,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex,Acinetobacter baumannii,Sometimes,not-specified,,,,,,,,5154.0,,,,,,2.0,,Maybe Not,,,,,,Never,,,,,,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Fri1virus; unclassified Fri1virus, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unclassified Tevenvirinae, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Fri1virus; Acinetobacter virus PD6A3, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Ap22virus; Acinetobacter virus AB1, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Ap22virus; Acinetobacter virus AP22, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Podoviridae, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Ap22virus; Acinetobacter virus AbC62, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Fri1virus; Acinetobacter virus Fri1, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Ap22virus; Acinetobacter virus AB2, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Fri1virus; Acinetobacter virus IME200, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Fri1virus; Acinetobacter virus AB3, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Fri1virus; Acinetobacter virus phiAB1, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Fri1virus; Acinetobacter virus PDAB9, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Fri1virus; Acinetobacter virus Abp1, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Ap22virus; unclassified Ap22virus","Acinetobacter phage LZ35, Acinetobacter phage vB_AbaP_PD-AB9, Acinetobacter phage YMC-13-01-C62, Acinetobacter phage Bphi-B1251, Acinetobacter phage IME-AB2, Acinetobacter phage vB_AbaP_PD-6A3, Acinetobacter phage vB_AbaP_Acibel007, Acinetobacter phage Abp1, Acinetobacter phage YMC13/03/R2096, Acinetobacter phage phiAB6, Acinetobacter phage vB_AbaM_Acibel004, Acinetobacter phage vB_AbaM_phiAbaA1, Acinetobacter phage Fri1, Acinetobacter phage Petty, Acinetobacter phage IME200, Acinetobacter phage Presley, Acinetobacter phage ZZ1, Acinetobacter phage AP22, Acinetobacter phage AB3, Acinetobacter phage IME_AB3, Acinetobacter phage AB1, Acinetobacter phage phiAB1",
Acinetobacter baylyi,202950,species,,,,,,,,,,,,,,,Mesophiles,,,,Negative,,,,,,,Maybe,,,,,,,,,2611.0,,,,,,,,Maybe Not,,,,,,Never,,,,,,,,
Acinetobacter beijerinckii,262668,species,,,,,,,,,,,,,,,Mesophiles,,,,Negative,,,,,,,Maybe,,,,,,,,,6356.0,,,,,,,,Maybe Not,,,,,,Never,,,,,,,,
Acinetobacter bereziniae,106648,species,,,,,,,,,,,,,,,Mesophiles,,,,Negative,,,,,,,Sometimes,,,,,,,,,3754.0,,7.5,,,,,,Maybe Not,,,,,,Never,,,,,,,,
Acinetobacter bohemicus,1435036,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter boissieri,1219383,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter bouvetii,202951,species,,,,,,,,,,,,,,,Mesophiles,,,,Negative,,,,,,,Maybe,,,,,,,,,5207.0,,,,,,,,Maybe Not,,,,,,Never,,,,,,,,
Acinetobacter brisouii,396323,species,,,,,,,,,,,,,,,Mesophiles,,,,Negative,,,,,,,,,,,,,,,,555.0,,7.0,28.0,,,,,,,,,,,Never,,,,,,,,
Acinetobacter calcoaceticus,471,species,,,,,,,,,,,,,,,,,,,,,,,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; Acinetobacter calcoaceticus/baumannii complex,Acinetobacter calcoaceticus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; dsDNA viruses, no RNA stage; Tectiviridae; Alphatectivirus; Pseudomonas virus PRD1",Enterobacteria phage PRD1,
Acinetobacter calcoaceticus/baumannii complex,909768,species group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter celticus,1891224,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter colistiniresistens,280145,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter courvalinii,280147,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter cumulans,2136182,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter defluvii,1871111,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter equi,1324350,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter gandensis,1443941,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter genomosp. 16BJ,70347,species,,,,,,,,,,,,,,,,,,,,,,,,Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter,Acinetobacter genomosp. 16BJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Leviviridae; unclassified Leviviridae",Acinetobacter phage AP205,
Acinetobacter gerneri,202952,species,,,,,,,,,,,,,,,Mesophiles,,,,Negative,,,,,,,,,,,,,,,,4092.0,,,30.0,,,,,,,,,,,Never,,,,,,,,
Acinetobacter glutaminasificans,474,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter guillouiae,106649,species,,,,,,Sometimes,,,,,,,,,Mesophiles,,,,Negative,,,,,,,,,,,,,,,,6982.0,,,38.0,,,,,,,,,,,Never,,,,,,,,
Acinetobacter gyllenbergii,134534,species,,,,,,,,,,,,,,,Mesophiles,,,,Negative,,,,,,,,,,,,,,,,2384.0,,,30.0,,,,,,,,,,,Never,,,,,,,,
Acinetobacter haemolyticus,29430,species,,,,,,,,,,,,,,,Mesophiles,,,,Negative,,,,,,,,,,,,,,,,5879.0,,,28.0,,,2.0,,,,,,,,Never,,,,,,,,
Acinetobacter halotolerans,1752076,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter harbinensis,1353941,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter idrijaensis,1507807,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter indicus,756892,species,,,,,,,,,,,,,,,Mesophiles,,,,Negative,,,,,,,,,,,,,,,,7128.0,,7.0,28.0,,,,,,,,,,,Never,,,,,,,,
