Genus,Atacama.Desert...ID.10360,Hawaii.Volcanic.Soil...ID.1579,Panama.Soil...ID.1716,Canadian.MetaMicrobiome...ID.632,Serpentinite.Hosted.Microbiome...ID.713,Polluted.Polar.Coastal.Sediments...ID.1198,McMurdo.Lakes...ID.638,Great.Lake.Microbiome...ID.1041,Global.Coral.Microbiome.Project...ID.10895,Tara.Counts,Vulcano.Counts,Polar.Counts,Phyllo.Counts,Panama.Counts,Lakes.Counts,Hawaii.Counts,Costa.Counts,Air.Counts,Arabic.Counts,Thar.Counts,Antarctic.Counts
Labrenzia,0,0,1,0,50,0,2,0,0,700,2,0,0,0,0,1,0,0,0,0,31
Labrys,0,0,0,0,0,0,0,0,0,13,1,41,2,182,1,0,2,0,0,122,3722
Laceyella,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lachnoanaerobaculum,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Lachnobacterium,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Lachnospira,0,0,0,0,0,0,0,0,0,8,0,11,0,1,0,0,0,0,0,0,0
Lacibacter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51,0,0,0,0,2
Lacinutrix,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0
Lacticigenium,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
Lactobacillus,3,12,5,16,169,6,4,16,1,152,1,114,871,8,245,18,0,2,0,1732,11
Lactococcus,0,1,0,1,17,0,1,1,0,180,2,97,376,5,8,39,1,0,0,0,297
Lactovum,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lactuca,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamprocystis,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Lampropedia,0,0,0,0,0,0,0,0,0,6,0,1,3,0,0,0,0,0,0,0,0
Lapillicoccus,0,0,0,0,0,0,0,0,0,3,0,7,0,7,0,0,0,0,0,9,1052
Laribacter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larkinella,0,0,0,0,0,0,0,0,0,1,0,0,1205,1,0,0,0,0,0,10,40
Lautropia,0,0,0,0,0,0,0,0,0,61,0,2,4,0,11,32,0,0,0,0,35
Lawsonia,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
LCP-26,0,0,0,0,0,0,0,0,0,0,0,6449,0,0,0,0,0,0,0,0,0
LCP-6,0,0,0,0,0,0,0,0,0,0,0,1235,0,0,0,2,0,0,0,0,8
LD28 freshwater group,0,0,0,0,0,0,0,0,0,972,0,0,0,0,0,0,0,0,0,0,0
Leadbetterella,0,0,0,0,0,0,0,0,0,5,2,626,0,0,12,1,0,0,0,0,443
Lechevalieria,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leeia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0
Leeuwenhoekiella,0,0,0,0,26,0,0,0,0,10915,40,19,0,0,0,0,0,0,0,0,91
Legionella,12,23,8,8,2864,12,10,8,28,1419,68,643,0,12,686,28767,7,0,6,0,6135
Leifsonia,0,3,4,2,49,0,1,2,0,91,0,0,0,0,0,0,0,0,0,0,0
Leisingera,0,0,0,0,0,0,0,0,0,2011,0,0,0,0,0,0,0,0,0,0,0
Leminorella,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lentibacillus,0,0,0,0,0,0,0,0,0,21,0,2,0,0,0,0,0,0,0,0,0
Lentimonas,0,0,0,0,0,0,0,0,0,815,0,0,0,0,0,0,0,0,0,0,0
Lentisphaera,0,0,0,0,0,5,0,0,0,1007,24,125,0,0,0,0,0,0,0,0,0
Lentzea,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,536,0,0,0,16,89
Leotia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lepeophtheirus,0,0,0,4,40,23,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Lepidoceras,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lepidogyna,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leptobacterium,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Leptolinea,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Leptolyngbya,0,1,0,0,367,0,0,0,0,310,15,75,0,0,231,16,69,0,65,155,5549
Leptonema,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0
Leptopteris,0,0,0,0,150,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Leptosira,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leptospira,0,0,0,0,32,1,0,0,4,9,0,49,0,0,0,0,0,0,2,0,1
Leptospirillum,0,0,0,0,0,0,0,0,0,4927,0,0,0,0,0,0,0,0,0,0,0
Leptothrix,0,0,0,0,8,0,0,0,0,411,20,115,9,85,0,0,0,0,2,20,796
Leptotrichia,1,0,0,2,3,0,0,2,0,43,1,43,3,0,36,7,0,1,0,0,8
Leucobacter,0,0,0,0,5,0,0,0,0,183,2,114,5,0,8,0,0,3,0,6,4177
Leuconostoc,0,0,0,1,1,0,1,1,0,7,1,1,14,0,3,0,0,0,0,0,4
Leucothecium,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leucothrix,0,0,0,0,1,4,0,0,0,3,10,635,0,0,0,0,0,0,0,0,36
Lewinella,0,0,0,0,0,0,0,0,0,94,3,1336,0,0,0,0,0,0,0,0,777526
Limibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Limnobacter,0,0,0,0,0,0,0,0,0,627,0,89,0,0,2,12,0,0,0,1,455
Limnohabitans,0,0,0,0,0,0,0,0,0,159,673,505,460,144,59781,0,7,0,9,5,2353
Limnothrix,0,0,0,0,5,0,0,0,0,2055,0,0,0,0,0,0,0,0,0,0,0
Lishizhenia,0,0,0,0,0,0,0,0,0,16,0,15,0,0,1,3,0,0,0,0,0
Listeria,2,15,1,2,87,1,5,2,3,0,0,7,0,0,0,70,0,0,0,0,6
Listonella,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
Litoreibacter,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0
Litoribacillus,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0
Litoricola,0,0,0,0,0,0,0,0,0,12124,0,0,0,0,0,0,0,0,0,0,0
Litorilinea,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,3,0
Litorimonas,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
Loktanella,0,0,0,0,5,0,0,0,0,6341,30,73407,0,0,3,13,0,0,0,0,104935
Longilinea,0,0,0,0,0,0,0,0,0,427,0,4,0,0,0,0,0,0,0,0,0
Longispora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lonsdalea,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Lophozia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lotus,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luedemannella,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Lupinus,0,0,0,0,0,0,0,0,0,0,0,0,0,13,50,1024,0,0,0,0,0
Lutaonella,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Luteibacter,0,0,0,0,0,0,0,0,0,5,0,62,4,15,0,5434,0,0,0,1,18
Luteimicrobium,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0
Luteimonas,0,0,0,0,0,0,0,0,0,24,0,668,16,31,6,10,2,2,1,14,423
Luteococcus,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0
Luteolibacter,0,0,0,0,0,0,0,0,0,28,140,172233,0,27,23973,156,2,0,0,2,137576
Lutibacter,0,0,0,0,0,0,0,0,0,670,0,3823,0,0,0,0,0,0,0,0,478
Lutibacterium,0,0,0,0,0,0,0,0,0,0,1,201,32,1,8,0,2,0,0,1,66
Lutimaribacter,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0
Lutimonas,0,0,0,0,0,0,0,0,0,0,2,217,0,0,0,0,0,0,0,0,1
Lutispora,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
Lyngbya,0,0,0,0,9,0,0,0,0,34,0,16,0,0,0,0,0,0,0,0,0
Lysinibacillus,0,0,0,0,6,0,0,0,0,36,0,31,6,117,4,90,0,0,0,24,494
Lysinimicrobium,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
Lysobacter,0,0,0,0,12,0,0,0,0,48,0,215,20,315,1,8,9,0,152,19,737
M2PB4-61 termite group,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Macellibacteroides,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Macrococcus,0,0,0,3,4,0,0,3,0,9,0,0,7,0,1,484,0,0,0,0,0
Magnetananas,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0
magnetite-containing,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0
Magnetococcus,5,0,0,0,6,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
Magnetospira,0,0,0,0,0,0,0,0,0,39028,0,0,0,0,0,0,0,0,0,0,0
Magnetospirillum,0,0,0,3,20,0,0,3,0,27,80,4,0,4,4,0,11,0,1,0,2
Mangrovimonas,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0
Mannheimia,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Maribacter,0,0,0,0,0,0,0,0,0,1122,3,3357,0,0,0,0,0,0,0,0,1118
Maribius,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0
Maricaulis,0,0,0,0,9,0,0,0,0,752,3,50,0,0,0,0,0,0,0,0,28264
Marichromatium,0,0,0,0,0,0,0,0,0,18,0,8,0,0,0,0,0,0,0,0,0
Maricurvus,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0
Marihabitans,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Marina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
marine group,0,0,0,0,0,0,0,0,0,13340,0,0,0,0,0,0,0,0,0,0,0
Marine Methylotrophic Group 3,0,0,0,0,0,0,0,0,0,515,0,0,0,0,0,0,0,0,0,0,0
Marinicella,0,0,0,0,0,0,0,0,0,87663,3,5439,0,0,0,0,0,0,0,0,5
Marinifilum,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0
Mariniflexile,0,0,0,0,0,0,0,0,0,39,0,931,0,0,0,0,0,0,0,0,0
Marinilabilia,0,1,0,0,11,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Marinilactibacillus,0,0,0,0,0,0,0,0,0,401,0,6,0,0,0,0,0,1,0,0,0
Marinimicrobium,0,0,0,0,0,0,0,0,0,735,0,8,0,0,0,0,1,0,0,0,11
Marinitoga,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Marinobacter,0,0,0,0,6,0,0,0,0,25892,3,1066,124,0,0,18,7,0,3,0,17802
Marinobacterium,0,0,0,0,0,0,0,0,0,9922,0,43,0,0,0,0,3,0,0,0,9
Marinococcus,0,5,0,0,1,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,15
Marinomonas,0,0,0,0,26,0,1,0,0,1703,126,259,1,0,0,4,0,0,1,0,2052593
Marinoscillum,0,1,0,10,3,0,0,10,0,88203,0,3,0,0,0,0,0,0,0,0,14
Marinospirillum,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0
Marinosulfonomonas,0,0,0,0,0,0,0,0,0,869,0,1190,0,0,0,0,0,0,0,0,9
Marinovum,0,0,0,0,0,0,0,0,0,3008,0,0,0,0,0,0,0,0,0,0,0
Mariprofundus,0,0,0,0,0,0,0,0,0,2196,82,1211,1,0,0,0,2,0,0,0,0
Marisediminicola,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
Marispirillum,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0
Maritalea,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Marithrix,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
Maritimibacter,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0
Maritimimonas,0,0,0,0,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0
Marivirga,0,0,0,0,0,0,0,0,0,164,0,1,0,0,0,0,0,0,0,0,42
Marivita,0,0,0,0,0,0,0,0,0,23,4,18,0,0,0,0,0,0,0,0,126
Marixanthomonas,0,0,0,0,0,0,0,0,0,776,0,0,0,0,0,0,0,0,0,0,0
Marmoricola,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0
Martelella,0,0,0,0,2,0,0,0,0,2227,0,15,0,2,0,300,0,0,0,2,1946
Marvinbryantia,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
Massilia,0,0,0,0,3,0,0,0,0,10126,0,0,0,6,0,0,2,0,16,0,0
Mastigocladopsis,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Maytenus,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MB11C04,0,0,0,0,0,0,0,0,0,0,102,1,0,0,0,0,0,0,0,0,236
Medicago,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Megamonas,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,0,0
Meganema,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0
Megasphaera,0,0,0,2,13,0,0,2,0,1,0,0,0,0,4,0,0,0,0,0,0
Meiothermus,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,5,0,0
Melioribacter,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Melissococcus,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,14335,0,0,0,0,0
Melitea,0,0,0,0,0,0,0,0,0,2027,0,13,0,0,0,0,0,0,0,0,0
Meridianimaribacter,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
Merismopedia,0,0,0,0,0,0,0,0,0,34,0,3,0,0,0,0,0,0,0,0,0
Mesoflavibacter,0,0,0,0,0,0,0,0,0,879,0,0,0,0,0,0,0,0,0,0,0
Mesonia,0,0,0,0,0,0,0,0,0,5715,0,29,0,0,0,0,0,0,0,0,1034
Mesoplasma,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesorhizobium,3,6,1,6,4089,3,2,6,3,560,0,24,23,283,0,83,58,0,75,43,826
Mesotaenium,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methanimicrococcus,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0
Methanobacterium,0,0,0,0,16,0,0,0,0,1,6,88,4,4,1,1729,0,0,0,0,0
Methanobrevibacter,0,1,0,0,0,0,0,0,0,587,0,61,14,0,0,2,0,0,0,0,0
Methanocella,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Methanococcoides,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0
Methanococcus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Methanocorpusculum,0,0,0,0,0,1,0,0,0,1,0,64,0,0,0,7,0,0,0,0,0
Methanoculleus,0,0,0,0,0,0,0,0,0,2,0,3,5,0,0,0,0,0,0,0,0
Methanogenium,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
Methanohalophilus,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Methanolinea,0,0,0,0,0,0,0,0,0,7,0,31,1,0,0,0,0,0,0,0,0
Methanolobus,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0
Methanomassiliicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
Methanomethylovorans,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Methanomicrobiaceae,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Methanomicrobium,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Methanoplanus,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Methanoregula,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methanosaeta,0,2,0,0,1,2,0,0,0,7,4,53,3,0,0,0,0,0,0,0,0
Methanosalsum,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methanosarcina,0,0,0,0,0,0,0,0,0,1,2,109,57,0,0,133,0,0,0,0,0
Methanosphaera,0,0,0,0,0,0,0,0,0,67,0,1,2,0,0,0,0,0,0,0,0
Methanospirillum,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0
Methanothermobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Methylarcula,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Methylibium,0,0,0,0,0,0,0,0,0,4,50,4017,103,133,35,7,3,1,17,9,3562
Methylobacillus,0,0,0,0,12,0,0,0,0,9,0,4,1,2,0,0,0,0,2,0,0
Methylobacter,0,0,0,0,5,0,0,0,0,18,0,66,0,0,0,0,0,0,0,0,8
Methylobacterium,1,4,0,0,335,0,4,0,2,603,2,52,44,7,995,1,4,211,5,147,763
Methylocaldum,0,0,0,0,1,0,0,0,0,15,0,305,0,0,0,0,9,0,5,0,93
Methylocella,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,8,0,2,0,0
Methylococcus,0,0,0,0,2,0,0,0,0,23,0,17,0,0,0,0,0,0,0,0,7
Methylocystis,5,0,0,1,276,1,0,1,3,20,0,0,0,0,0,0,0,0,0,0,0
Methyloferula,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,4
Methylohalobius,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methylohalomonas,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0
Methylomarinum,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Methylomicrobium,0,0,0,0,0,0,0,0,0,42,0,736,0,2,0,0,0,0,0,0,0
Methylomonas,0,0,1,0,25,0,0,0,0,31,5,304,2,0,0,0,0,0,0,0,184
Methylonatrum,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,1,0,1,0,0
Methylophaga,0,0,0,0,5,0,0,0,0,4851,0,3559,0,0,0,9,0,0,0,0,238
Methylophilus,0,0,0,0,2,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0
Methylopila,0,0,0,0,6,0,0,0,0,1,0,9,0,1,1,18,1,0,0,1,19
Methylorhabdus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
Methylorosula,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Methylosarcina,0,0,0,0,1,0,0,0,0,4,0,13384,0,0,0,0,0,0,0,0,24
Methylosinus,0,1,0,0,16,0,0,0,0,15,26,44,5,1224,11,1,10,0,3,320,211
Methylosoma,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Methylotenera,0,0,0,0,1,0,0,0,0,274,141,18823,51,6,47,8,0,3,4,0,95755
Methylothermus,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Methyloversatilis,0,0,0,0,0,0,0,0,0,38,0,76,0,1,4,6,1,0,0,0,15
Methylovirgula,0,0,0,0,0,0,0,0,0,4,1,0,0,3,2,225,0,0,0,0,0
Methylovorus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Methylovulum,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Metzgeria,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micavibrio,0,1,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microbacterium,0,0,0,5,198,3,5,5,5,14627,6,1033,104,16,114,9,3,1,1,6,76909
Microbispora,0,0,1,0,150,0,0,0,0,0,1,187,260,0,14,176,0,1,0,136,88
Microbulbifer,0,0,0,0,1,0,0,0,0,258,3,76,0,0,0,0,0,0,0,0,38
Microcella,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Micrococcus,0,0,0,1,22,1,0,1,0,65,4,43,7,0,45,22,0,2,10,19,13
Microcoleus,0,1,0,0,246,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
Microcystis,0,0,0,0,219,5,3,0,1,4108,0,2573,0,0,0,0,1,0,1,0,210
Microdochium,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Microlunatus,0,2,0,0,5,0,3,0,0,2,0,0,0,0,0,6,0,0,0,0,4
Micromonas,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Micromonospora,20,70,27,1,539,0,10,1,0,125,0,0,0,2,3,1,0,0,0,435,10
Micropruina,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Microscilla,0,6,0,0,75,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Microterricola,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Microtetraspora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,0,0,0,0,0
Microvirga,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
Microvirgula,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,15
Microvirus,3,0,0,0,9964,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millisia,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Mitsuaria,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0
mixed,0,0,0,0,0,0,0,0,0,0,0,10261,0,0,0,0,0,0,0,0,2
ML110J-20,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,25
ML602J-51,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0
Mobiluncus,0,3,0,3,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Modestobacter,0,0,0,0,0,0,0,0,0,21,1,8,84,0,3,1,0,0,0,137,601
Modicisalibacter,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
Mogibacterium,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0
Mongoliicoccus,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Monodelphis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monosiga,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Moorella,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moraxella,0,0,0,0,5,0,0,0,0,255,0,90,0,0,19,44,1,0,1,0,264
Morganella,0,0,0,0,0,0,0,0,0,10,0,0,517,0,0,0,0,0,0,0,0
Moritella,0,0,0,0,1,0,0,0,0,160,5,2411,0,0,0,0,0,0,0,0,412
Moryella,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MSBL3,0,0,0,0,0,0,0,0,0,0,4,7377,0,0,0,0,0,0,4,0,1
MSBL7,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
Mucilaginibacter,0,0,0,0,0,0,0,0,0,22,3,8,1,4,0,87,0,0,0,0,72
Mucispirillum,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Mucor,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muricauda,0,0,0,0,0,0,0,0,0,2651,0,6,0,0,0,0,0,0,0,0,24
Muricola,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0
MWH-Ta3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
MWH-UniP1 aquatic group,0,0,0,0,0,0,0,0,0,8919,0,0,0,0,0,0,0,0,0,0,0
Myceligenerans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mycetocola,0,0,0,0,0,0,0,0,0,5,0,5,11,0,0,16,0,0,1,8,37
Mychonastes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium,29,43,23,14,1829,21,40,14,33,1688,124,3784,100,818,24920,24949,15,0,0,574,6342
Mycoplana,0,0,0,0,0,0,0,0,0,21,68,1678,24,8,764,0,2,0,11,1,875496
Mycoplasma,0,1,0,3,288,6,0,3,1,13,7,15,1,0,87,0,0,0,0,659,0
Mycosphaerella,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myrionecta,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Myroides,0,0,0,0,4,0,1,0,0,256,0,0,0,0,0,10,0,0,0,0,68
Myxococcus,0,3,0,0,120,0,2,0,0,0,0,1,0,8,1,1,0,1,0,328,719
Myxotrichum,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N09,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,13,0,0,0,0,3
Nafulsella,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Nakamurella,0,0,1,0,547,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0
Nannochloropsis,0,0,0,6,1,2,37,6,3,0,0,0,0,0,0,0,0,0,0,0,0
Nannocystis,2,6,6,0,210,2,8,0,8,39,7,126,1,62,3,6991,0,0,1,32,1212
Natranaerobius,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Natronincola_Anaerovirgula,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Natronobacillus,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,18,0,0,0,0,6
Natronocella,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
